Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
DACT1	ENST00000395153.3	dishevelled-binding antagonist of beta-catenin 1 	248	2	1	0	1	1	hsa-miR-3200-3p	0.0124	0.0882	0.5196	-0.46	-0.46	N/A
HMGCS1	ENST00000325110.6	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) 	3730	2	1	1	0	1	hsa-miR-3200-3p	0.0250	0.1603	0.6170	-0.45	-0.72	N/A
LRRD1	ENST00000343318.5	leucine-rich repeats and death domain containing 1 	9	2	1	1	0	1	hsa-miR-3200-3p	0.0157	0.1099	0.5912	-0.45	-0.51	N/A
VPS39	ENST00000318006.5	vacuolar protein sorting 39 homolog (S. cerevisiae) 	165	1	1	0	0	0	hsa-miR-3200-3p	0.0769	0.3957	1.0433	-0.45	-0.49	N/A
ACYP1	ENST00000357971.3	acylphosphatase 1, erythrocyte (common) type 	518	1	0	1	0	1	hsa-miR-3200-3p	0.0068	0.0487	0.2905	-0.45	-0.45	N/A
KANK4	ENST00000317477.4	KN motif and ankyrin repeat domains 4 	80	2	0	2	0	1	hsa-miR-3200-3p	0.0272	0.1823	0.8134	-0.45	-0.60	N/A
SYTL5	ENST00000357972.5	synaptotagmin-like 5 	37	2	1	0	1	0	hsa-miR-3200-3p	0.0276	0.1815	0.7864	-0.45	-0.45	N/A
ZNF655	ENST00000425063.1	zinc finger protein 655 	709	1	1	0	0	1	hsa-miR-3200-3p	0.0205	0.1420	0.7492	-0.45	-0.46	N/A
BET1L	ENST00000325147.9	Bet1 golgi vesicular membrane trafficking protein-like 	702	2	0	2	0	3	hsa-miR-3200-3p	0.0180	0.1258	0.6738	-0.45	-0.53	N/A
FUT11	ENST00000394790.1	fucosyltransferase 11 (alpha (1,3) fucosyltransferase) 	622	3	0	2	1	2	hsa-miR-3200-3p	0.0339	0.2259	1.0681	-0.44	-0.49	N/A
HPCAL4	ENST00000372844.3	hippocalcin like 4 	5	2	0	2	0	0	hsa-miR-3200-3p	0.0361	0.2319	0.9285	-0.44	-0.44	N/A
LDB2	ENST00000502640.1	LIM domain binding 2 	23	1	1	0	0	1	hsa-miR-3200-3p	0.0216	0.1417	0.5885	-0.44	-0.44	N/A
BBS4	ENST00000268057.4	Bardet-Biedl syndrome 4 	121	1	1	0	0	0	hsa-miR-3200-3p	0.0171	0.1156	0.5303	-0.44	-0.44	N/A
HMG20A	ENST00000336216.4	high mobility group 20A 	391	2	0	1	1	0	hsa-miR-3200-3p	0.0193	0.1374	0.8129	-0.44	-0.45	N/A
TOPBP1	ENST00000260810.5	topoisomerase (DNA) II binding protein 1 	102	1	1	0	0	2	hsa-miR-3200-3p	0.0288	0.1785	0.6265	-0.44	-0.52	N/A
NPFF	ENST00000267017.3	neuropeptide FF-amide peptide precursor 	14	1	0	1	0	0	hsa-miR-3200-3p	0.0109	0.0752	0.3754	-0.44	-0.44	N/A
GLIPR1	ENST00000266659.3	GLI pathogenesis-related 1 	623	1	1	0	0	0	hsa-miR-3200-3p	0.0208	0.1326	0.4871	-0.44	-0.54	N/A
APOL6	ENST00000409652.4	apolipoprotein L, 6 	5	4	0	2	2	2	hsa-miR-3200-3p	0.0503	0.3380	1.5844	-0.43	-0.43	N/A
ANKRD10	ENST00000375758.5	ankyrin repeat domain 10 	37	1	1	0	0	0	hsa-miR-3200-3p	0.0250	0.1595	0.5837	-0.43	-0.43	N/A
SMOC2	ENST00000356284.2	SPARC related modular calcium binding 2 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0275	0.1756	0.6674	-0.43	-0.43	N/A
RUNX1T1	ENST00000523629.1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	9	2	1	1	0	1	hsa-miR-3200-3p	0.0340	0.2258	0.9810	-0.43	-0.43	N/A
ABCA7	ENST00000263094.6	ATP-binding cassette, sub-family A (ABC1), member 7 	218	1	1	0	0	0	hsa-miR-3200-3p	0.0060	0.0428	0.2622	-0.43	-0.43	N/A
RP1-127H14.3	ENST00000535109.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-3200-3p	0.0106	0.0737	0.3736	-0.42	-0.42	N/A
PIK3IP1	ENST00000441972.1	phosphoinositide-3-kinase interacting protein 1 	22	1	1	0	0	1	hsa-miR-3200-3p	0.0232	0.1531	0.6497	-0.42	-0.42	N/A
CFDP1	ENST00000283882.3	craniofacial development protein 1 	482	1	0	1	0	0	hsa-miR-3200-3p	0.0104	0.0731	0.4014	-0.42	-0.42	N/A
USPL1	ENST00000255304.4	ubiquitin specific peptidase like 1 	7	1	0	1	0	0	hsa-miR-3200-3p	0.0139	0.0942	0.4377	-0.42	-0.42	N/A
ARHGAP21	ENST00000396432.2	Rho GTPase activating protein 21 	10	1	1	0	0	0	hsa-miR-3200-3p	0.0360	0.2185	0.7169	-0.42	-0.42	N/A
VWC2L	ENST00000427124.1	von Willebrand factor C domain containing protein 2-like 	5	2	0	2	0	0	hsa-miR-3200-3p	0.0340	0.2256	0.9587	-0.42	-0.42	N/A
CCDC70	ENST00000242819.4	coiled-coil domain containing 70 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0117	0.0808	0.4055	-0.41	-0.41	N/A
AGPAT4	ENST00000366911.5	1-acylglycerol-3-phosphate O-acyltransferase 4 	142	2	2	0	0	2	hsa-miR-3200-3p	0.0465	0.2760	0.8822	-0.41	-0.88	N/A
PHF15	ENST00000402835.1	PHD finger protein 15 	387	3	1	1	1	1	hsa-miR-3200-3p	0.0445	0.2941	1.2840	-0.41	-0.50	N/A
ACER3	ENST00000532485.1	alkaline ceramidase 3 	295	3	1	2	0	4	hsa-miR-3200-3p	0.0442	0.2943	1.2784	-0.41	-0.56	N/A
AP2B1	ENST00000262325.7	adaptor-related protein complex 2, beta 1 subunit 	353	1	1	0	0	0	hsa-miR-3200-3p	0.0310	0.2066	0.9067	-0.41	-0.41	N/A
CTD-2117L12.1	ENST00000504333.1	Uncharacterized protein  	5	1	0	1	0	1	hsa-miR-3200-3p	0.0183	0.1250	0.6070	-0.41	-0.41	N/A
ZNF468	ENST00000595646.1	zinc finger protein 468 	83	3	0	2	1	2	hsa-miR-3200-3p	0.0149	0.1080	0.6914	-0.41	-0.41	N/A
EPM2A	ENST00000367519.3	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin) 	197	2	0	1	1	1	hsa-miR-3200-3p	0.0204	0.1387	0.6668	-0.41	-0.41	N/A
ETF1	ENST00000499810.2	eukaryotic translation termination factor 1 	31	2	0	2	0	0	hsa-miR-3200-3p	0.0215	0.1482	0.7236	-0.41	-0.45	N/A
DNAJB11	ENST00000439351.1	DnaJ (Hsp40) homolog, subfamily B, member 11 	2894	1	0	1	0	0	hsa-miR-3200-3p	0.0107	0.0746	0.3913	-0.40	-0.48	N/A
MMD	ENST00000262065.3	monocyte to macrophage differentiation-associated 	558	1	1	0	0	0	hsa-miR-3200-3p	0.0109	0.0762	0.4046	-0.40	-0.40	N/A
FAM110C	ENST00000327669.4	family with sequence similarity 110, member C 	29	1	1	0	0	3	hsa-miR-3200-3p	0.0199	0.1333	0.6073	-0.40	-0.40	N/A
ELL2	ENST00000237853.4	elongation factor, RNA polymerase II, 2 	397	2	0	2	0	0	hsa-miR-3200-3p	0.0371	0.2433	1.0206	-0.40	-0.41	N/A
GBAS	ENST00000322090.3	glioblastoma amplified sequence 	273	1	1	0	0	0	hsa-miR-3200-3p	0.0061	0.0434	0.2512	-0.39	-0.39	N/A
SULT1C4	ENST00000272452.2	sulfotransferase family, cytosolic, 1C, member 4 	97	2	0	2	0	0	hsa-miR-3200-3p	0.0190	0.1321	0.6803	-0.39	-0.41	N/A
CNGA1	ENST00000402813.3	cyclic nucleotide gated channel alpha 1 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0114	0.0794	0.4114	-0.39	-0.39	N/A
MUC3A	ENST00000319509.7	mucin 3A, cell surface associated 	20	1	1	0	0	0	hsa-miR-3200-3p	0.0282	0.1780	0.6449	-0.39	-0.39	N/A
TMEM241	ENST00000383233.3	transmembrane protein 241 	115	2	1	1	0	1	hsa-miR-3200-3p	0.0303	0.2008	0.8800	-0.39	-0.56	N/A
LYVE1	ENST00000256178.3	lymphatic vessel endothelial hyaluronan receptor 1 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0182	0.1218	0.5463	-0.39	-0.39	N/A
RP11-455G16.1	ENST00000326780.3	Uncharacterized protein  	5	2	0	1	1	0	hsa-miR-3200-3p	0.0177	0.1226	0.6333	-0.39	-0.39	N/A
COLGALT1	ENST00000252599.4	collagen beta(1-O)galactosyltransferase 1 	427	2	0	1	1	0	hsa-miR-3200-3p	0.0127	0.0896	0.5075	-0.39	-0.40	N/A
CRX	ENST00000221996.7	cone-rod homeobox 	5	2	0	2	0	0	hsa-miR-3200-3p	0.0257	0.1753	0.8302	-0.38	-0.38	N/A
TEAD3	ENST00000402886.3	TEA domain family member 3 	137	1	1	0	0	1	hsa-miR-3200-3p	0.0336	0.2053	0.6696	-0.38	-0.38	N/A
GCSAM	ENST00000308910.4	germinal center-associated, signaling and motility 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0150	0.1030	0.5087	-0.38	-0.38	N/A
HIST3H2A	ENST00000366695.2	histone cluster 3, H2a 	2164	1	0	1	0	0	hsa-miR-3200-3p	0.0126	0.0865	0.4144	-0.38	-0.38	N/A
SLC12A3	ENST00000438926.2	solute carrier family 12 (sodium/chloride transporter), member 3 	5	2	0	2	0	0	hsa-miR-3200-3p	0.0263	0.1835	0.9812	-0.38	-0.38	N/A
SFTPA1	ENST00000398636.3	surfactant protein A1 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0107	0.0739	0.3710	-0.38	-0.38	N/A
AGPAT3	ENST00000291572.8	1-acylglycerol-3-phosphate O-acyltransferase 3 	2443	1	1	0	0	0	hsa-miR-3200-3p	0.0389	0.2279	0.6662	-0.38	-0.40	N/A
ZKSCAN1	ENST00000324306.6	zinc finger with KRAB and SCAN domains 1 	1314	3	0	2	1	1	hsa-miR-3200-3p	0.0381	0.2570	1.2069	-0.37	-0.39	N/A
AKAP6	ENST00000557272.1	A kinase (PRKA) anchor protein 6 	5	2	0	2	0	1	hsa-miR-3200-3p	0.0307	0.1925	0.6883	-0.37	-0.50	N/A
POLE4	ENST00000483063.1	polymerase (DNA-directed), epsilon 4, accessory subunit 	330	1	0	1	0	0	hsa-miR-3200-3p	0.0069	0.0491	0.2785	-0.37	-0.38	N/A
RFX7	ENST00000423270.1	regulatory factor X, 7 	1049	1	1	0	0	0	hsa-miR-3200-3p	0.0255	0.1710	0.7802	-0.37	-0.37	N/A
YPEL2	ENST00000312655.4	yippee-like 2 (Drosophila) 	62	1	1	0	0	0	hsa-miR-3200-3p	0.0188	0.1281	0.6277	-0.37	-0.37	N/A
CCSAP	ENST00000366687.1	centriole, cilia and spindle-associated protein 	1210	1	0	1	0	0	hsa-miR-3200-3p	0.0212	0.1399	0.5873	-0.37	-0.37	N/A
ZNF185	ENST00000535861.1	zinc finger protein 185 (LIM domain) 	106	2	1	0	1	0	hsa-miR-3200-3p	0.0360	0.2240	0.8172	-0.37	-0.37	N/A
ZNF415	ENST00000597503.1	zinc finger protein 415 	38	4	0	4	0	1	hsa-miR-3200-3p	0.0117	0.0842	0.5173	-0.37	-1.09	N/A
ZSCAN9	ENST00000527436.1	zinc finger and SCAN domain containing 9 	121	1	0	1	0	1	hsa-miR-3200-3p	0.0189	0.1275	0.5851	-0.37	-0.37	N/A
MEGF10	ENST00000508365.1	multiple EGF-like-domains 10 	19	1	0	1	0	0	hsa-miR-3200-3p	0.0242	0.1555	0.5885	-0.37	-0.37	N/A
C12orf49	ENST00000261318.3	chromosome 12 open reading frame 49 	673	2	0	2	0	2	hsa-miR-3200-3p	0.0319	0.2209	1.1414	-0.36	-0.38	N/A
ITGAV	ENST00000261023.3	integrin, alpha V 	2407	2	1	0	1	0	hsa-miR-3200-3p	0.0522	0.3167	1.1772	-0.36	-0.37	N/A
YWHAH	ENST00000397492.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide 	7321	1	0	1	0	0	hsa-miR-3200-3p	0.0249	0.1589	0.5826	-0.36	-0.36	N/A
KRT77	ENST00000341809.3	keratin 77 	5	1	1	0	0	1	hsa-miR-3200-3p	0.0249	0.1649	0.7254	-0.36	-0.36	N/A
HSF5	ENST00000323777.3	heat shock transcription factor family member 5 	5	1	0	1	0	1	hsa-miR-3200-3p	0.0251	0.1682	0.7862	-0.36	-0.36	N/A
PFKFB1	ENST00000375006.3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 	5	2	0	1	1	0	hsa-miR-3200-3p	0.0069	0.0493	0.3009	-0.36	-0.36	N/A
IRF2	ENST00000393593.3	interferon regulatory factor 2 	420	2	0	1	1	0	hsa-miR-3200-3p	0.0162	0.1113	0.5583	-0.36	-0.36	N/A
AC007390.5	ENST00000402297.1	HCG1988162; Uncharacterized protein  	223	1	0	1	0	0	hsa-miR-3200-3p	0.0110	0.0776	0.4410	-0.36	-0.37	N/A
PTPN5	ENST00000477854.1	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched) 	5	1	1	0	0	2	hsa-miR-3200-3p	0.0123	0.0852	0.4338	-0.36	-0.36	N/A
BRAT1	ENST00000340611.4	BRCA1-associated ATM activator 1 	2308	1	0	1	0	0	hsa-miR-3200-3p	0.0207	0.1354	0.5385	-0.36	-0.36	N/A
ETS1	ENST00000531611.1	v-ets avian erythroblastosis virus E26 oncogene homolog 1 	1423	1	1	0	0	1	hsa-miR-3200-3p	0.0512	0.2854	0.7826	-0.36	-0.38	N/A
DCUN1D1	ENST00000292782.4	DCN1, defective in cullin neddylation 1, domain containing 1 	267	1	1	0	0	1	hsa-miR-3200-3p	0.0428	0.2408	0.6485	-0.36	-0.42	N/A
GPR61	ENST00000527748.1	G protein-coupled receptor 61 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0441	0.2684	0.9430	-0.35	-0.35	N/A
PMP2	ENST00000256103.2	peripheral myelin protein 2 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0089	0.0633	0.3792	-0.35	-0.35	N/A
MYD88	ENST00000495303.1	myeloid differentiation primary response 88 	319	1	1	0	0	0	hsa-miR-3200-3p	0.0117	0.0810	0.4161	-0.35	-0.36	N/A
SYCP2L	ENST00000283141.6	synaptonemal complex protein 2-like 	140	1	0	1	0	0	hsa-miR-3200-3p	0.0243	0.1560	0.5914	-0.35	-0.35	N/A
CTB-54O9.9	ENST00000586012.1	Uncharacterized protein  	5	1	0	1	0	2	hsa-miR-3200-3p	0.0066	0.0468	0.2664	-0.35	-0.41	N/A
CARF	ENST00000402905.3	calcium responsive transcription factor 	27	2	2	0	0	0	hsa-miR-3200-3p	0.0462	0.2697	0.8146	-0.35	-0.71	N/A
GPR17	ENST00000272644.3	G protein-coupled receptor 17 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0119	0.0820	0.3976	-0.35	-0.35	N/A
TMEM158	ENST00000503771.1	transmembrane protein 158 (gene/pseudogene) 	1645	1	0	1	0	0	hsa-miR-3200-3p	0.0298	0.1852	0.6308	-0.35	-0.35	N/A
KCNQ5	ENST00000370398.1	potassium voltage-gated channel, KQT-like subfamily, member 5 	50	1	1	0	0	1	hsa-miR-3200-3p	0.0237	0.1571	0.6864	-0.35	-0.35	N/A
ZNF525	ENST00000467003.1	zinc finger protein 525 	30	4	0	3	1	1	hsa-miR-3200-3p	0.0159	0.1140	0.6890	-0.35	-0.35	N/A
BIRC3	ENST00000532808.1	baculoviral IAP repeat containing 3 	9	1	1	0	0	0	hsa-miR-3200-3p	0.0367	0.2234	0.7477	-0.35	-0.35	N/A
NOL8	ENST00000442668.2	nucleolar protein 8 	108	1	0	1	0	0	hsa-miR-3200-3p	0.0142	0.0965	0.4566	-0.35	-0.35	N/A
ATP1B1	ENST00000367816.1	ATPase, Na+/K+ transporting, beta 1 polypeptide 	656	1	0	1	0	1	hsa-miR-3200-3p	0.0185	0.1235	0.5476	-0.35	-0.35	N/A
ENTHD1	ENST00000325157.6	ENTH domain containing 1 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0210	0.1379	0.5644	-0.35	-0.35	N/A
NPNT	ENST00000379987.2	nephronectin 	518	1	1	0	0	1	hsa-miR-3200-3p	0.0366	0.2242	0.7720	-0.35	-0.35	N/A
NREP	ENST00000379671.3	neuronal regeneration related protein 	409	1	0	1	0	1	hsa-miR-3200-3p	0.0249	0.1628	0.6821	-0.35	-0.40	N/A
C1orf94	ENST00000373374.3	chromosome 1 open reading frame 94 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0193	0.1274	0.5368	-0.34	-0.34	N/A
DHRS4-AS1	ENST00000354854.1		5	1	0	0	1	1	hsa-miR-3200-3p	0.0038	0.0275	0.1885	-0.34	-0.34	N/A
WNT10B	ENST00000407467.1	wingless-type MMTV integration site family, member 10B 	13	1	0	1	0	1	hsa-miR-3200-3p	0.0175	0.1171	0.5117	-0.34	-0.34	N/A
PDCD5	ENST00000419343.3	programmed cell death 5 	158	1	0	1	0	1	hsa-miR-3200-3p	0.0217	0.1426	0.5926	-0.34	-0.34	N/A
EIF1AX	ENST00000379607.5	eukaryotic translation initiation factor 1A, X-linked 	277	1	0	1	0	0	hsa-miR-3200-3p	0.0270	0.1707	0.6205	-0.34	-0.35	N/A
GGACT	ENST00000376250.2	gamma-glutamylamine cyclotransferase 	164	1	0	1	0	0	hsa-miR-3200-3p	0.0213	0.1418	0.6145	-0.34	-0.34	N/A
B4GALT6	ENST00000306851.5	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6 	146	1	1	0	0	1	hsa-miR-3200-3p	0.0094	0.0664	0.3786	-0.34	-0.34	N/A
FLT1	ENST00000282397.4	fms-related tyrosine kinase 1 	7	1	1	0	0	0	hsa-miR-3200-3p	0.0427	0.2767	1.1514	-0.34	-0.34	N/A
SEMG2	ENST00000372769.3	semenogelin II 	5	1	0	1	0	0	hsa-miR-3200-3p	0.0139	0.0944	0.4416	-0.34	-0.34	N/A
AP3S1	ENST00000316788.7	adaptor-related protein complex 3, sigma 1 subunit 	24	2	0	0	2	0	hsa-miR-3200-3p	0.0066	0.0479	0.3011	-0.34	-0.34	N/A
AKT1	ENST00000554581.1	v-akt murine thymoma viral oncogene homolog 1 	214	2	0	1	1	1	hsa-miR-3200-3p	0.0185	0.1242	0.5614	-0.34	-0.43	N/A
ZBTB43	ENST00000449886.1	zinc finger and BTB domain containing 43 	396	1	1	0	0	3	hsa-miR-3200-3p	0.0444	0.2776	1.0887	-0.34	-0.34	N/A
LYSMD2	ENST00000267838.3	LysM, putative peptidoglycan-binding, domain containing 2 	307	1	0	1	0	0	hsa-miR-3200-3p	0.0135	0.0920	0.4280	-0.33	-0.33	N/A
KCND2	ENST00000331113.4	potassium voltage-gated channel, Shal-related subfamily, member 2 	5	1	1	0	0	0	hsa-miR-3200-3p	0.0193	0.1288	0.5651	-0.33	-0.33	N/A
