Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
SCNN1A	ENST00000360168.3	sodium channel, non-voltage-gated 1 alpha subunit 	5	3	2	1	0	0	hsa-miR-2110				-0.67	-0.67	N/A
CCL5	ENST00000293272.3	chemokine (C-C motif) ligand 5 	5	2	1	1	0	0	hsa-miR-2110				-0.66	-0.66	N/A
MARCKSL1	ENST00000329421.7	MARCKS-like 1 	1382	2	1	0	1	1	hsa-miR-2110				-0.65	-0.65	N/A
COPZ1	ENST00000551779.1	coatomer protein complex, subunit zeta 1 	2623	3	1	2	0	2	hsa-miR-2110				-0.65	-0.83	N/A
YES1	ENST00000577961.1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 	168	2	2	0	0	0	hsa-miR-2110				-0.65	-0.66	N/A
NME8	ENST00000199447.4	NME/NM23 family member 8 	5	1	1	0	0	0	hsa-miR-2110				-0.64	-0.64	N/A
OAF	ENST00000328965.4	OAF homolog (Drosophila) 	1447	5	0	2	3	4	hsa-miR-2110				-0.64	-0.73	N/A
PCDHGB1	ENST00000523390.1	protocadherin gamma subfamily B, 1 	145	2	0	1	1	3	hsa-miR-2110				-0.64	-0.64	N/A
SCRT2	ENST00000246104.6	scratch homolog 2, zinc finger protein (Drosophila) 	5	5	0	4	1	2	hsa-miR-2110				-0.64	-0.64	N/A
PPP1R18	ENST00000399199.3	protein phosphatase 1, regulatory subunit 18 	265	3	1	2	0	2	hsa-miR-2110				-0.64	-0.64	N/A
SUSD2	ENST00000358321.3	sushi domain containing 2 	16	2	2	0	0	2	hsa-miR-2110				-0.63	-0.63	N/A
COPZ2	ENST00000006101.4	coatomer protein complex, subunit zeta 2 	429	1	1	0	0	1	hsa-miR-2110				-0.63	-0.63	N/A
CLDN9	ENST00000445369.2	claudin 9 	5	2	0	1	1	3	hsa-miR-2110				-0.63	-0.63	N/A
CAPN5	ENST00000531028.1	calpain 5 	89	2	0	1	1	4	hsa-miR-2110				-0.63	-0.78	N/A
TSPAN18	ENST00000340160.3	tetraspanin 18 	332	3	1	1	1	5	hsa-miR-2110				-0.63	-0.64	N/A
APOL4	ENST00000404685.3	apolipoprotein L, 4 	5	2	2	0	0	0	hsa-miR-2110				-0.62	-0.62	N/A
SPATA12	ENST00000334325.1	spermatogenesis associated 12 	7	3	1	2	0	0	hsa-miR-2110				-0.62	-0.62	N/A
NOVA2	ENST00000263257.5	neuro-oncological ventral antigen 2 	7	4	0	3	1	6	hsa-miR-2110				-0.62	-0.98	N/A
TPP1	ENST00000299427.6	tripeptidyl peptidase I 	713	3	1	0	2	1	hsa-miR-2110				-0.62	-0.70	N/A
AP000867.1	ENST00000343767.3		5	2	1	0	1	1	hsa-miR-2110				-0.61	-0.61	N/A
ANXA1	ENST00000257497.6	annexin A1 	365	1	1	0	0	0	hsa-miR-2110				-0.61	-0.63	N/A
EIF5B	ENST00000289371.6	eukaryotic translation initiation factor 5B 	188	2	2	0	0	1	hsa-miR-2110				-0.61	-0.61	N/A
MOB4	ENST00000233892.4	MOB family member 4, phocein 	123	2	2	0	0	0	hsa-miR-2110				-0.61	-0.67	N/A
PRCC	ENST00000271526.4	papillary renal cell carcinoma (translocation-associated) 	8562	1	1	0	0	1	hsa-miR-2110				-0.61	-0.61	N/A
AP002884.2	ENST00000595053.1	LOC100132686 protein; Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-2110				-0.60	-0.60	N/A
OPTC	ENST00000367222.2	opticin 	5	2	0	2	0	0	hsa-miR-2110				-0.60	-0.60	N/A
CCL8	ENST00000394620.1	chemokine (C-C motif) ligand 8 	5	1	1	0	0	0	hsa-miR-2110				-0.60	-0.60	N/A
RASSF4	ENST00000374417.2	Ras association (RalGDS/AF-6) domain family member 4 	515	2	1	1	0	2	hsa-miR-2110				-0.60	-0.65	N/A
FAM222B	ENST00000582266.1	family with sequence similarity 222, member B 	100	2	0	1	1	5	hsa-miR-2110				-0.59	-0.73	N/A
SLC25A23	ENST00000301454.4	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 	5	3	0	0	3	7	hsa-miR-2110				-0.59	-0.59	N/A
TSEN15	ENST00000533373.1	TSEN15 tRNA splicing endonuclease subunit 	30	2	0	2	0	1	hsa-miR-2110				-0.59	-0.60	N/A
HMGA1	ENST00000347617.6	high mobility group AT-hook 1 	2024	2	1	1	0	1	hsa-miR-2110				-0.59	-0.59	N/A
TP53INP2	ENST00000374810.3	tumor protein p53 inducible nuclear protein 2 	12	3	0	3	0	4	hsa-miR-2110				-0.59	-0.59	N/A
KSR2	ENST00000425217.1	kinase suppressor of ras 2 	22	12	2	7	3	11	hsa-miR-2110				-0.59	-0.59	N/A
LIF	ENST00000403987.3	leukemia inhibitory factor 	55	1	0	1	0	4	hsa-miR-2110				-0.58	-0.66	N/A
RNASEH2A	ENST00000221486.4	ribonuclease H2, subunit A 	1519	1	1	0	0	0	hsa-miR-2110				-0.58	-0.58	N/A
ATP6V1G2	ENST00000376151.4	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2 	16	1	1	0	0	0	hsa-miR-2110				-0.58	-0.58	N/A
FAM132B	ENST00000546354.1	family with sequence similarity 132, member B 	722	2	1	0	1	2	hsa-miR-2110				-0.58	-0.58	N/A
AQP2	ENST00000199280.3	aquaporin 2 (collecting duct) 	5	3	0	0	3	2	hsa-miR-2110				-0.58	-0.58	N/A
UBE2L6	ENST00000340573.4	ubiquitin-conjugating enzyme E2L 6 	4657	2	0	2	0	0	hsa-miR-2110				-0.58	-0.58	N/A
CNOT8	ENST00000285896.6	CCR4-NOT transcription complex, subunit 8 	319	2	1	1	0	0	hsa-miR-2110				-0.58	-0.58	N/A
VAMP2	ENST00000404970.3	vesicle-associated membrane protein 2 (synaptobrevin 2) 	1840	2	0	1	1	3	hsa-miR-2110				-0.57	-0.58	N/A
GRIK1	ENST00000327783.4	glutamate receptor, ionotropic, kainate 1 	5	1	1	0	0	0	hsa-miR-2110				-0.57	-0.57	N/A
SMIM19	ENST00000438528.3	small integral membrane protein 19 	265	1	1	0	0	0	hsa-miR-2110				-0.57	-0.65	N/A
RBM20	ENST00000369519.3	RNA binding motif protein 20 	7	2	0	0	2	1	hsa-miR-2110				-0.56	-0.66	N/A
PSKH1	ENST00000291041.5	protein serine kinase H1 	699	4	2	1	1	1	hsa-miR-2110				-0.56	-0.57	N/A
AQP7	ENST00000537089.1	aquaporin 7 	10	2	1	1	0	1	hsa-miR-2110				-0.56	-0.57	N/A
TFAP2D	ENST00000008391.3	transcription factor AP-2 delta (activating enhancer binding protein 2 delta) 	5	1	1	0	0	0	hsa-miR-2110				-0.56	-0.56	N/A
CD74	ENST00000377795.3	CD74 molecule, major histocompatibility complex, class II invariant chain 	168	2	0	1	1	1	hsa-miR-2110				-0.56	-0.56	N/A
WFDC12	ENST00000372785.3	WAP four-disulfide core domain 12 	5	1	1	0	0	0	hsa-miR-2110				-0.56	-0.56	N/A
TBR1	ENST00000389554.3	T-box, brain, 1 	5	3	1	2	0	1	hsa-miR-2110				-0.55	-0.55	N/A
SPIB	ENST00000595883.1	Spi-B transcription factor (Spi-1/PU.1 related) 	10	4	1	2	1	4	hsa-miR-2110				-0.55	-0.56	N/A
ATP13A5	ENST00000342358.4	ATPase type 13A5 	5	1	1	0	0	0	hsa-miR-2110				-0.55	-0.55	N/A
C9orf38	ENST00000355513.4	chromosome 9 open reading frame 38 	5	1	1	0	0	0	hsa-miR-2110				-0.55	-0.55	N/A
CAPN11	ENST00000398776.1	calpain 11 	5	2	1	1	0	1	hsa-miR-2110				-0.55	-0.55	N/A
CMIP	ENST00000537098.3	c-Maf inducing protein 	2670	2	0	1	1	2	hsa-miR-2110				-0.55	-0.55	N/A
IGF2	ENST00000381395.1	insulin-like growth factor 2 (somatomedin A) 	1371	2	0	0	2	6	hsa-miR-2110				-0.55	-0.61	N/A
AC011294.3	ENST00000451905.1	Uncharacterized protein  	5	1	1	0	0	2	hsa-miR-2110				-0.55	-0.55	N/A
MT-ND4L	ENST00000361335.1	mitochondrially encoded NADH dehydrogenase 4L 	8219	1	1	0	0	1	hsa-miR-2110				-0.54	-0.55	N/A
RSPH6A	ENST00000597055.1	radial spoke head 6 homolog A (Chlamydomonas) 	5	1	1	0	0	1	hsa-miR-2110				-0.54	-0.54	N/A
THRA	ENST00000450525.2	thyroid hormone receptor, alpha 	547	5	1	3	1	4	hsa-miR-2110				-0.54	-0.54	N/A
RBBP4	ENST00000373493.5	retinoblastoma binding protein 4 	486	3	0	2	1	0	hsa-miR-2110				-0.54	-0.55	N/A
DYNLT3	ENST00000378581.3	dynein, light chain, Tctex-type 3 	27	1	1	0	0	0	hsa-miR-2110				-0.54	-0.54	N/A
SCAMP5	ENST00000425597.3	secretory carrier membrane protein 5 	127	3	1	1	1	2	hsa-miR-2110				-0.54	-0.54	N/A
PLEK2	ENST00000216446.4	pleckstrin 2 	44	2	0	2	0	0	hsa-miR-2110				-0.54	-0.54	N/A
HSPE1-MOB4	ENST00000604458.1	HSPE1-MOB4 readthrough 	123	2	2	0	0	0	hsa-miR-2110				-0.54	-0.62	N/A
SLC4A10	ENST00000415876.2	solute carrier family 4, sodium bicarbonate transporter, member 10 	5	2	2	0	0	0	hsa-miR-2110				-0.54	-0.54	N/A
POLR2K	ENST00000353107.3	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa 	902	1	1	0	0	0	hsa-miR-2110				-0.54	-0.54	N/A
FAM122A	ENST00000394264.3	family with sequence similarity 122A 	1277	3	1	2	0	0	hsa-miR-2110				-0.54	-0.88	N/A
HOXA1	ENST00000355633.5	homeobox A1 	157	2	0	1	1	0	hsa-miR-2110				-0.54	-0.54	N/A
LTF	ENST00000231751.4	lactotransferrin 	5	3	0	1	2	1	hsa-miR-2110				-0.53	-0.62	N/A
CD1E	ENST00000368161.3	CD1e molecule 	5	2	0	1	1	1	hsa-miR-2110				-0.53	-0.53	N/A
AC016559.1	ENST00000594347.1	Uncharacterized protein  	15	3	1	0	2	0	hsa-miR-2110				-0.53	-0.53	N/A
HDAC1	ENST00000373548.3	histone deacetylase 1 	83	1	1	0	0	1	hsa-miR-2110				-0.53	-0.53	N/A
PNCK	ENST00000340888.3	pregnancy up-regulated non-ubiquitously expressed CaM kinase 	5	1	1	0	0	1	hsa-miR-2110				-0.53	-0.53	N/A
NRSN2	ENST00000382291.3	neurensin 2 	101	1	1	0	0	3	hsa-miR-2110				-0.53	-0.54	N/A
DIRAS2	ENST00000375765.3	DIRAS family, GTP-binding RAS-like 2 	5	2	1	0	1	1	hsa-miR-2110				-0.53	-0.53	N/A
NRL	ENST00000397002.2	neural retina leucine zipper 	9	3	0	0	3	2	hsa-miR-2110				-0.53	-0.63	N/A
PRKCG	ENST00000263431.3	protein kinase C, gamma 	5	4	0	2	2	1	hsa-miR-2110				-0.53	-0.53	N/A
IL1R1	ENST00000410023.1	interleukin 1 receptor, type I 	1713	2	1	1	0	2	hsa-miR-2110				-0.53	-0.53	N/A
ZC4H2	ENST00000545618.1	zinc finger, C4H2 domain containing 	432	2	1	0	1	0	hsa-miR-2110				-0.53	-0.53	N/A
TSKU	ENST00000333090.4	tsukushi, small leucine rich proteoglycan 	293	5	1	4	0	6	hsa-miR-2110				-0.53	-0.81	N/A
RBM14	ENST00000393979.3	RNA binding motif protein 14 	3993	3	0	2	1	1	hsa-miR-2110				-0.53	-0.53	N/A
KCNA1	ENST00000382545.3	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) 	5	2	1	0	1	0	hsa-miR-2110				-0.53	-0.53	N/A
PRICKLE4	ENST00000458694.1	prickle homolog 4 (Drosophila) 	5	1	1	0	0	0	hsa-miR-2110				-0.53	-0.53	N/A
HNRNPA1	ENST00000546500.1	heterogeneous nuclear ribonucleoprotein A1 	2079	2	2	0	0	0	hsa-miR-2110				-0.52	-0.54	N/A
FAM84A	ENST00000295092.2	family with sequence similarity 84, member A 	69	2	1	0	1	1	hsa-miR-2110				-0.52	-0.52	N/A
WNT5A	ENST00000474267.1	wingless-type MMTV integration site family, member 5A 	2080	3	1	1	1	1	hsa-miR-2110				-0.52	-0.52	N/A
CPA6	ENST00000518549.1	carboxypeptidase A6 	5	1	1	0	0	0	hsa-miR-2110				-0.52	-0.52	N/A
EHD3	ENST00000322054.5	EH-domain containing 3 	206	4	1	3	0	4	hsa-miR-2110				-0.52	-0.83	N/A
UBL7	ENST00000567435.1	ubiquitin-like 7 (bone marrow stromal cell-derived) 	23	1	1	0	0	0	hsa-miR-2110				-0.52	-0.52	N/A
KIAA0040	ENST00000423313.1	KIAA0040 	15	3	0	3	0	2	hsa-miR-2110				-0.52	-0.52	N/A
BCAS3	ENST00000589222.1	breast carcinoma amplified sequence 3 	339	3	1	2	0	0	hsa-miR-2110				-0.52	-0.60	N/A
CSRP3	ENST00000265968.3	cysteine and glycine-rich protein 3 (cardiac LIM protein) 	5	1	1	0	0	0	hsa-miR-2110				-0.52	-0.52	N/A
MBD2	ENST00000256429.3	methyl-CpG binding domain protein 2 	823	1	1	0	0	2	hsa-miR-2110				-0.52	-0.58	N/A
VGLL1	ENST00000370634.3	vestigial like 1 (Drosophila) 	5	2	0	1	1	0	hsa-miR-2110				-0.52	-0.52	N/A
LPHN1	ENST00000340736.6	latrophilin 1 	49	3	0	3	0	6	hsa-miR-2110				-0.51	-0.74	N/A
PXN	ENST00000458477.2	paxillin 	484	4	1	2	1	2	hsa-miR-2110				-0.51	-0.53	N/A
SPOCK3	ENST00000357154.3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3 	46	2	1	0	1	0	hsa-miR-2110				-0.51	-0.51	N/A
AQP5	ENST00000293599.6	aquaporin 5 	10	1	1	0	0	1	hsa-miR-2110				-0.51	-0.51	N/A
RAB11FIP2	ENST00000355624.3	RAB11 family interacting protein 2 (class I) 	449	2	2	0	0	0	hsa-miR-2110				-0.51	-0.51	N/A
CLIP3	ENST00000360535.4	CAP-GLY domain containing linker protein 3 	9	3	0	1	2	4	hsa-miR-2110				-0.51	-0.69	N/A
DUSP18	ENST00000403268.1	dual specificity phosphatase 18 	491	3	0	2	1	1	hsa-miR-2110				-0.51	-0.55	N/A
NOP56	ENST00000329276.5	NOP56 ribonucleoprotein 	18	1	1	0	0	0	hsa-miR-2110				-0.50	-0.61	N/A
HDAC8	ENST00000439122.2	histone deacetylase 8 	24	2	0	2	0	0	hsa-miR-2110				-0.50	-0.50	N/A
NCDN	ENST00000356090.4	neurochondrin 	654	3	0	2	1	1	hsa-miR-2110				-0.50	-0.50	N/A
CD69	ENST00000228434.3	CD69 molecule 	5	1	1	0	0	0	hsa-miR-2110				-0.50	-0.50	N/A
GLP1R	ENST00000373256.4	glucagon-like peptide 1 receptor 	5	3	0	1	2	1	hsa-miR-2110				-0.50	-0.50	N/A
SFTPA2	ENST00000372325.2	surfactant protein A2 	5	2	0	2	0	1	hsa-miR-2110				-0.50	-0.50	N/A
SLC41A1	ENST00000367137.3	solute carrier family 41 (magnesium transporter), member 1 	300	3	1	2	0	0	hsa-miR-2110				-0.50	-0.50	N/A
AC093802.1	ENST00000407524.1	Uncharacterized protein  	5	2	1	0	1	2	hsa-miR-2110				-0.50	-0.50	N/A
NHLH1	ENST00000302101.5	nescient helix loop helix 1 	5	2	0	1	1	2	hsa-miR-2110				-0.50	-0.50	N/A
TRA2A	ENST00000297071.4	transformer 2 alpha homolog (Drosophila) 	1097	1	1	0	0	0	hsa-miR-2110				-0.50	-0.50	N/A
RP6-24A23.6	ENST00000563887.1	Uncharacterized protein  	937	1	1	0	0	2	hsa-miR-2110				-0.50	-0.60	N/A
LILRA6	ENST00000391735.3	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 	5	2	0	2	0	0	hsa-miR-2110				-0.50	-0.50	N/A
AC074091.13	ENST00000379677.2	Uncharacterized protein  	5	2	2	0	0	1	hsa-miR-2110				-0.50	-0.50	N/A
CSAG1	ENST00000370291.2	chondrosarcoma associated gene 1 	5	1	1	0	0	0	hsa-miR-2110				-0.50	-0.50	N/A
STK32B	ENST00000282908.5	serine/threonine kinase 32B 	196	2	1	0	1	3	hsa-miR-2110				-0.50	-0.50	N/A
TSPAN7	ENST00000378482.2	tetraspanin 7 	2536	1	1	0	0	0	hsa-miR-2110				-0.49	-0.49	N/A
KAZALD1	ENST00000370200.5	Kazal-type serine peptidase inhibitor domain 1 	186	5	1	2	2	0	hsa-miR-2110				-0.49	-0.56	N/A
GRIA1	ENST00000285900.5	glutamate receptor, ionotropic, AMPA 1 	5	2	1	0	1	1	hsa-miR-2110				-0.49	-0.49	N/A
RAB42	ENST00000373826.3	RAB42, member RAS oncogene family 	11	1	1	0	0	2	hsa-miR-2110				-0.49	-0.53	N/A
AL391421.1	ENST00000372387.1	Uncharacterized protein; cDNA FLJ43696 fis, clone TBAES2007964  	5	2	0	1	1	2	hsa-miR-2110				-0.49	-0.49	N/A
HYOU1	ENST00000404233.3	hypoxia up-regulated 1 	29	3	0	3	0	1	hsa-miR-2110				-0.49	-0.49	N/A
STIM1	ENST00000527651.1	stromal interaction molecule 1 	1672	3	0	1	2	1	hsa-miR-2110				-0.49	-0.49	N/A
AC092675.3	ENST00000409490.1	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-2110				-0.48	-0.48	N/A
MS4A15	ENST00000337911.4	membrane-spanning 4-domains, subfamily A, member 15 	5	2	0	2	0	3	hsa-miR-2110				-0.48	-0.48	N/A
CEACAM19	ENST00000358777.4	carcinoembryonic antigen-related cell adhesion molecule 19 	11	1	1	0	0	0	hsa-miR-2110				-0.48	-0.48	N/A
ZDHHC8	ENST00000334554.7	zinc finger, DHHC-type containing 8 	5	2	1	1	0	2	hsa-miR-2110				-0.48	-0.48	N/A
WARS2	ENST00000369426.5	tryptophanyl tRNA synthetase 2, mitochondrial 	205	3	0	1	2	0	hsa-miR-2110				-0.48	-0.53	N/A
SCN8A	ENST00000354534.6	sodium channel, voltage gated, type VIII, alpha subunit 	44	3	0	2	1	3	hsa-miR-2110				-0.48	-0.48	N/A
ZNF311	ENST00000377179.3	zinc finger protein 311 	9	1	1	0	0	0	hsa-miR-2110				-0.48	-0.48	N/A
CXCL11	ENST00000306621.3	chemokine (C-X-C motif) ligand 11 	5	1	1	0	0	0	hsa-miR-2110				-0.48	-0.48	N/A
GABRE	ENST00000370325.1	gamma-aminobutyric acid (GABA) A receptor, epsilon 	6	3	1	2	0	1	hsa-miR-2110				-0.48	-0.48	N/A
RPN2	ENST00000237530.6	ribophorin II 	14435	1	1	0	0	0	hsa-miR-2110				-0.48	-0.48	N/A
ENO2	ENST00000545045.2	enolase 2 (gamma, neuronal) 	100	2	0	1	1	1	hsa-miR-2110				-0.48	-0.48	N/A
SCP2	ENST00000488965.1	sterol carrier protein 2 	3640	2	1	0	1	0	hsa-miR-2110				-0.48	-0.48	N/A
CNIH3	ENST00000272133.3	cornichon family AMPA receptor auxiliary protein 3 	28	1	1	0	0	1	hsa-miR-2110				-0.48	-0.55	N/A
SLC39A13	ENST00000524928.1	solute carrier family 39 (zinc transporter), member 13 	845	3	0	2	1	5	hsa-miR-2110				-0.47	-0.47	N/A
PPP1R2	ENST00000328432.3	protein phosphatase 1, regulatory (inhibitor) subunit 2 	8	2	0	2	0	0	hsa-miR-2110				-0.47	-0.47	N/A
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	3	1	0	2	1	hsa-miR-2110				-0.47	-0.49	N/A
AC132216.1	ENST00000330381.2	HCG1785179; PRO1787; Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-2110				-0.47	-0.47	N/A
IGSF1	ENST00000370900.1	immunoglobulin superfamily, member 1 	416	1	1	0	0	0	hsa-miR-2110				-0.47	-0.47	N/A
VMA21	ENST00000330374.6	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) 	2162	2	0	2	0	1	hsa-miR-2110				-0.47	-0.48	N/A
MBL2	ENST00000373968.3	mannose-binding lectin (protein C) 2, soluble 	5	2	1	1	0	0	hsa-miR-2110				-0.47	-0.47	N/A
MOCS1	ENST00000373186.4	molybdenum cofactor synthesis 1 	179	4	1	3	0	0	hsa-miR-2110				-0.47	-0.52	N/A
LZTS3	ENST00000329152.3	Homo sapiens leucine zipper, putative tumor suppressor family member 3 (LZTS3), transcript variant 2, mRNA. 	78	3	1	1	1	2	hsa-miR-2110				-0.47	-0.47	N/A
AC090186.1	ENST00000415643.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-2110				-0.47	-0.47	N/A
KRT33B	ENST00000251646.3	keratin 33B 	5	1	1	0	0	0	hsa-miR-2110				-0.47	-0.47	N/A
AC068987.1	ENST00000599343.1	HCG1997999; cDNA FLJ33996 fis, clone DFNES2008881  	44	2	0	2	0	3	hsa-miR-2110				-0.47	-0.47	N/A
PSTPIP2	ENST00000409746.5	proline-serine-threonine phosphatase interacting protein 2 	215	2	1	1	0	0	hsa-miR-2110				-0.47	-0.47	N/A
C15orf56	ENST00000319503.3	chromosome 15 open reading frame 56 	5	3	0	1	2	0	hsa-miR-2110				-0.47	-0.47	N/A
AC020907.1	ENST00000313865.6	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-2110				-0.46	-0.46	N/A
S1PR3	ENST00000358157.2	sphingosine-1-phosphate receptor 3 	70	3	2	1	0	1	hsa-miR-2110				-0.46	-0.48	N/A
RNASE13	ENST00000382951.3	ribonuclease, RNase A family, 13 (non-active) 	5	2	0	2	0	2	hsa-miR-2110				-0.46	-0.46	N/A
SF3B3	ENST00000302516.5	splicing factor 3b, subunit 3, 130kDa 	2541	1	1	0	0	3	hsa-miR-2110				-0.46	-0.50	N/A
CYBRD1	ENST00000375252.3	cytochrome b reductase 1 	4467	2	1	1	0	4	hsa-miR-2110				-0.46	-0.50	N/A
PGRMC2	ENST00000296425.5	progesterone receptor membrane component 2 	2089	2	1	0	1	0	hsa-miR-2110				-0.46	-0.55	N/A
GSDMA	ENST00000301659.4	gasdermin A 	5	1	1	0	0	0	hsa-miR-2110				-0.46	-0.46	N/A
BTBD3	ENST00000254977.3	BTB (POZ) domain containing 3 	3798	2	1	1	0	1	hsa-miR-2110				-0.46	-0.48	N/A
CECR6	ENST00000399875.1	cat eye syndrome chromosome region, candidate 6 	5	3	0	1	2	0	hsa-miR-2110				-0.46	-0.46	N/A
GOLT1A	ENST00000308302.3	golgi transport 1A 	805	2	0	0	2	0	hsa-miR-2110				-0.46	-0.46	N/A
MFAP2	ENST00000375534.3	microfibrillar-associated protein 2 	10	3	0	2	1	3	hsa-miR-2110				-0.46	-0.58	N/A
HOXA6	ENST00000222728.3	homeobox A6 	5	1	1	0	0	0	hsa-miR-2110				-0.46	-0.46	N/A
IGLON5	ENST00000270642.8	IgLON family member 5 	5	3	1	1	1	0	hsa-miR-2110				-0.46	-0.46	N/A
DNAJB5	ENST00000545841.1	DnaJ (Hsp40) homolog, subfamily B, member 5 	379	2	0	2	0	0	hsa-miR-2110				-0.46	-0.46	N/A
