Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
GIMAP1	ENST00000307194.5	GTPase, IMAP family member 1 	5	3	2	0	1	1	hsa-miR-625-5p	0.0076	0.0556	0.3765	-0.98	-0.98	N/A
UBE2N	ENST00000550657.1	ubiquitin-conjugating enzyme E2N 	321	5	1	3	1	0	hsa-miR-625-5p	0.0068	0.0499	0.3382	-0.98	-1.28	N/A
GHRH	ENST00000373614.2	growth hormone releasing hormone 	5	1	1	0	0	0	hsa-miR-625-5p	0.0039	0.0280	0.1794	-0.97	-0.97	N/A
TCEB2	ENST00000409906.4	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) 	227	1	1	0	0	0	hsa-miR-625-5p	0.0020	0.0148	0.1010	-0.96	-0.96	N/A
SPOCK1	ENST00000394945.1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1 	935	5	2	1	2	2	hsa-miR-625-5p	0.0093	0.0680	0.4666	-0.95	-0.96	N/A
PCDHGA11	ENST00000398587.2	protocadherin gamma subfamily A, 11 	145	3	2	1	0	1	hsa-miR-625-5p	0.0073	0.0533	0.3666	-0.95	-0.95	N/A
HDHD3	ENST00000238379.5	haloacid dehalogenase-like hydrolase domain containing 3 	829	2	1	1	0	0	hsa-miR-625-5p	0.0028	0.0207	0.1444	-0.95	-0.95	N/A
NUDT18	ENST00000521807.2	nudix (nucleoside diphosphate linked moiety X)-type motif 18 	40	3	1	0	2	1	hsa-miR-625-5p	0.0041	0.0300	0.2099	-0.93	-0.93	N/A
PPP2R1A	ENST00000322088.6	protein phosphatase 2, regulatory subunit A, alpha 	65937	4	1	1	2	2	hsa-miR-625-5p	0.0057	0.0414	0.2801	-0.92	-1.06	N/A
LAPTM4B	ENST00000445593.2	lysosomal protein transmembrane 4 beta 	11776	2	2	0	0	0	hsa-miR-625-5p	0.0054	0.0390	0.2560	-0.92	-0.92	N/A
TSPAN11	ENST00000261177.9	tetraspanin 11 	27	6*	3	1	1	0	hsa-miR-625-5p	0.0094	0.0689	0.4823	-0.91	-0.91	N/A
NOS1	ENST00000317775.6	nitric oxide synthase 1 (neuronal) 	5	3	1	1	1	2	hsa-miR-625-5p	0.0130	0.0952	0.6624	-0.90	-0.90	N/A
MINK1	ENST00000347992.7	misshapen-like kinase 1 	1983	2	1	1	0	4	hsa-miR-625-5p	0.0095	0.0696	0.4903	-0.89	-0.89	N/A
PCDHGA12	ENST00000252085.3	protocadherin gamma subfamily A, 12 	145	3	2	1	0	1	hsa-miR-625-5p	0.0076	0.0553	0.3810	-0.89	-0.89	N/A
PCDHGA9	ENST00000573521.1	protocadherin gamma subfamily A, 9 	145	3	2	1	0	1	hsa-miR-625-5p	0.0074	0.0542	0.3733	-0.89	-0.89	N/A
PCDHGA2	ENST00000394576.2	protocadherin gamma subfamily A, 2 	145	3	2	1	0	1	hsa-miR-625-5p	0.0074	0.0541	0.3726	-0.89	-0.89	N/A
PCDHGA1	ENST00000517417.1	protocadherin gamma subfamily A, 1 	145	3	2	1	0	1	hsa-miR-625-5p	0.0073	0.0536	0.3684	-0.89	-0.89	N/A
PCDHGA3	ENST00000253812.6	protocadherin gamma subfamily A, 3 	145	3	2	1	0	1	hsa-miR-625-5p	0.0073	0.0537	0.3692	-0.89	-0.89	N/A
PCDHGA10	ENST00000398610.2	protocadherin gamma subfamily A, 10 	145	3	2	1	0	1	hsa-miR-625-5p	0.0076	0.0555	0.3823	-0.88	-0.88	N/A
PVRL1	ENST00000264025.3	poliovirus receptor-related 1 (herpesvirus entry mediator C) 	50	5	1	2	2	1	hsa-miR-625-5p	0.0131	0.0958	0.6684	-0.88	-0.88	N/A
PRR26	ENST00000441152.2	proline rich 26 	5	3	1	0	2	0	hsa-miR-625-5p	0.0050	0.0368	0.2543	-0.88	-0.88	N/A
STX8	ENST00000306357.4	syntaxin 8 	41	1	1	0	0	0	hsa-miR-625-5p	0.0035	0.0254	0.1604	-0.87	-0.94	N/A
SEPT6	ENST00000394610.1	septin 6 	1854	3	1	1	1	2	hsa-miR-625-5p	0.0088	0.0644	0.4458	-0.86	-0.88	N/A
FAM222B	ENST00000582266.1	family with sequence similarity 222, member B 	100	3	0	2	1	2	hsa-miR-625-5p	0.0113	0.0826	0.5644	-0.85	-1.06	N/A
SF3B3	ENST00000302516.5	splicing factor 3b, subunit 3, 130kDa 	2541	2	1	0	1	0	hsa-miR-625-5p	0.0041	0.0302	0.2121	-0.85	-0.86	N/A
IGF2BP1	ENST00000290341.3	insulin-like growth factor 2 mRNA binding protein 1 	460	5	1	2	2	2	hsa-miR-625-5p	0.0099	0.0725	0.5023	-0.85	-1.30	N/A
ZNF677	ENST00000599012.1	zinc finger protein 677 	51	3	2	0	1	1	hsa-miR-625-5p	0.0063	0.0460	0.3121	-0.84	-0.97	N/A
FAM155B	ENST00000252338.4	family with sequence similarity 155, member B 	21	5	1	1	3	1	hsa-miR-625-5p	0.0110	0.0809	0.5626	-0.84	-0.84	N/A
RAB12	ENST00000329286.6	RAB12, member RAS oncogene family 	589	2	1	1	0	0	hsa-miR-625-5p	0.0065	0.0474	0.3055	-0.84	-0.84	N/A
KRT85	ENST00000257901.3	keratin 85 	5	3	1	0	2	0	hsa-miR-625-5p	0.0044	0.0319	0.2179	-0.83	-0.83	N/A
ZFP36L1	ENST00000555997.1	ZFP36 ring finger protein-like 1 	231	2	1	1	0	2	hsa-miR-625-5p	0.0079	0.0577	0.3994	-0.83	-0.94	N/A
UBE2Z	ENST00000360943.5	ubiquitin-conjugating enzyme E2Z 	3688	3	2	1	0	1	hsa-miR-625-5p	0.0067	0.0493	0.3388	-0.83	-0.83	N/A
HNRNPAB	ENST00000358344.3	heterogeneous nuclear ribonucleoprotein A/B 	2641	2	1	0	1	0	hsa-miR-625-5p	0.0042	0.0308	0.2082	-0.83	-0.86	N/A
RAB3A	ENST00000222256.4	RAB3A, member RAS oncogene family 	10	2	1	0	1	0	hsa-miR-625-5p	0.0070	0.0509	0.3503	-0.83	-0.83	N/A
GATAD2B	ENST00000368655.4	GATA zinc finger domain containing 2B 	48	7	4	0	3	0	hsa-miR-625-5p	0.0068	0.0498	0.3489	-0.82	-1.64	N/A
HOXC12	ENST00000243103.3	homeobox C12 	5	3	1	0	2	1	hsa-miR-625-5p	0.0084	0.0614	0.4280	-0.82	-0.82	N/A
C17orf96	ENST00000325814.5	chromosome 17 open reading frame 96 	19	5	1	2	2	1	hsa-miR-625-5p	0.0083	0.0606	0.4198	-0.82	-0.82	N/A
RAB15	ENST00000436278.2	RAB15, member RAS oncogene family 	23	2	2	0	0	2	hsa-miR-625-5p	0.0071	0.0524	0.3634	-0.82	-0.82	N/A
UBALD1	ENST00000590965.1	UBA-like domain containing 1 	41	2	1	1	0	1	hsa-miR-625-5p	0.0072	0.0523	0.3576	-0.81	-0.81	N/A
RUNX3	ENST00000399916.1	runt-related transcription factor 3 	378	4	1	0	3	3	hsa-miR-625-5p	0.0073	0.0534	0.3811	-0.81	-0.81	N/A
RNF165	ENST00000269439.7	ring finger protein 165 	18	2	1	0	1	7	hsa-miR-625-5p	0.0103	0.0754	0.5351	-0.81	-0.81	N/A
ZSWIM4	ENST00000254323.2	zinc finger, SWIM-type containing 4 	13	4	2	0	2	1	hsa-miR-625-5p	0.0086	0.0631	0.4429	-0.80	-0.80	N/A
GAL3ST4	ENST00000423751.1	galactose-3-O-sulfotransferase 4 	33	3	0	2	1	0	hsa-miR-625-5p	0.0054	0.0395	0.2785	-0.80	-0.80	N/A
RNASE13	ENST00000382951.3	ribonuclease, RNase A family, 13 (non-active) 	5	3	0	0	3	0	hsa-miR-625-5p	0.0061	0.0446	0.3123	-0.80	-0.80	N/A
CCDC101	ENST00000317058.3	coiled-coil domain containing 101 	9	2	0	1	1	0	hsa-miR-625-5p	0.0020	0.0150	0.1065	-0.80	-0.80	N/A
ELK1	ENST00000247161.3	ELK1, member of ETS oncogene family 	11	4	0	1	3	1	hsa-miR-625-5p	0.0078	0.0570	0.4004	-0.79	-0.79	N/A
SNX29	ENST00000566228.1	sorting nexin 29 	266	6	1	0	5	0	hsa-miR-625-5p	0.0108	0.0791	0.5553	-0.79	-0.80	N/A
C17orf102	ENST00000357754.1	chromosome 17 open reading frame 102 	5	3	0	2	1	0	hsa-miR-625-5p	0.0066	0.0481	0.3253	-0.78	-0.78	N/A
PPM1E	ENST00000308249.2	protein phosphatase, Mg2+/Mn2+ dependent, 1E 	178	2	1	0	1	1	hsa-miR-625-5p	0.0060	0.0437	0.3029	-0.78	-0.79	N/A
SORD	ENST00000267814.9	sorbitol dehydrogenase 	5	3	2	1	0	0	hsa-miR-625-5p	0.0098	0.0710	0.4605	-0.78	-0.78	N/A
MDK	ENST00000359803.3	midkine (neurite growth-promoting factor 2) 	3536	2	0	1	1	0	hsa-miR-625-5p	0.0032	0.0234	0.1634	-0.78	-0.78	N/A
C12orf68	ENST00000316554.3	chromosome 12 open reading frame 68 	5	2	1	1	0	2	hsa-miR-625-5p	0.0055	0.0400	0.2775	-0.78	-0.78	N/A
C1orf198	ENST00000366663.5	chromosome 1 open reading frame 198 	1484	3	1	2	0	2	hsa-miR-625-5p	0.0074	0.0543	0.3671	-0.78	-1.02	N/A
XKR4	ENST00000327381.6	XK, Kell blood group complex subunit-related family, member 4 	5	4	1	1	2	4	hsa-miR-625-5p	0.0161	0.1176	0.8192	-0.77	-0.77	N/A
NME4	ENST00000219479.2	NME/NM23 nucleoside diphosphate kinase 4 	4249	2	1	0	1	0	hsa-miR-625-5p	0.0027	0.0197	0.1353	-0.77	-0.88	N/A
LY6G5B	ENST00000375864.4	lymphocyte antigen 6 complex, locus G5B 	200	3	0	1	2	0	hsa-miR-625-5p	0.0052	0.0382	0.2665	-0.77	-0.77	N/A
HRK	ENST00000257572.5	harakiri, BCL2 interacting protein (contains only BH3 domain) 	19	4	0	1	3	3	hsa-miR-625-5p	0.0085	0.0626	0.4398	-0.77	-0.81	N/A
KRT1	ENST00000252244.3	keratin 1 	5	2	1	0	1	0	hsa-miR-625-5p	0.0037	0.0269	0.1823	-0.77	-0.77	N/A
ABCF3	ENST00000429586.2	ATP-binding cassette, sub-family F (GCN20), member 3 	710	2	2	0	0	0	hsa-miR-625-5p	0.0049	0.0354	0.2299	-0.76	-0.76	N/A
DDX17	ENST00000396821.3	DEAD (Asp-Glu-Ala-Asp) box helicase 17 	2204	3	1	2	0	2	hsa-miR-625-5p	0.0072	0.0525	0.3618	-0.76	-0.77	N/A
CSNK2B-LY6G5B-1181	ENST00000375880.2	Uncharacterized protein  	200	3	0	1	2	0	hsa-miR-625-5p	0.0059	0.0435	0.3052	-0.76	-0.76	N/A
C9orf171	ENST00000343036.2	chromosome 9 open reading frame 171 	5	2	1	0	1	1	hsa-miR-625-5p	0.0042	0.0308	0.2130	-0.76	-0.76	N/A
UPK2	ENST00000264031.2	uroplakin 2 	5	1	1	0	0	0	hsa-miR-625-5p	0.0055	0.0399	0.2620	-0.75	-0.75	N/A
EFHD1	ENST00000264059.3	EF-hand domain family, member D1 	105	2	1	0	1	0	hsa-miR-625-5p	0.0049	0.0361	0.2470	-0.75	-0.77	N/A
ZNF444	ENST00000592949.1	zinc finger protein 444 	1792	2	1	1	0	0	hsa-miR-625-5p	0.0045	0.0324	0.2154	-0.75	-0.75	N/A
C12orf75	ENST00000443585.1	chromosome 12 open reading frame 75 	6680	1	1	0	0	0	hsa-miR-625-5p	0.0018	0.0133	0.0905	-0.75	-0.75	N/A
REG3A	ENST00000409839.3	regenerating islet-derived 3 alpha 	5	1	1	0	0	0	hsa-miR-625-5p	0.0021	0.0155	0.1039	-0.74	-0.74	N/A
HOXB5	ENST00000239151.5	homeobox B5 	55	2	2	0	0	0	hsa-miR-625-5p	0.0032	0.0236	0.1652	-0.74	-1.05	N/A
METTL6	ENST00000443029.1	methyltransferase like 6 	20	4	0	2	2	0	hsa-miR-625-5p	0.0094	0.0683	0.4587	-0.74	-0.74	N/A
HOXD4	ENST00000306324.3	homeobox D4 	214	3	1	1	1	0	hsa-miR-625-5p	0.0086	0.0630	0.4213	-0.74	-0.84	N/A
LRRC28	ENST00000301981.3	leucine rich repeat containing 28 	194	2	1	0	1	0	hsa-miR-625-5p	0.0040	0.0290	0.1967	-0.73	-0.75	N/A
SMYD5	ENST00000389501.4	SMYD family member 5 	344	3	2	0	1	1	hsa-miR-625-5p	0.0062	0.0457	0.3236	-0.73	-0.73	N/A
VPS37D	ENST00000451519.1	vacuolar protein sorting 37 homolog D (S. cerevisiae) 	173	2	1	0	1	1	hsa-miR-625-5p	0.0044	0.0324	0.2254	-0.73	-0.73	N/A
SCRT2	ENST00000246104.6	scratch homolog 2, zinc finger protein (Drosophila) 	5	2	2	0	0	1	hsa-miR-625-5p	0.0110	0.0807	0.5638	-0.73	-0.73	N/A
SDHAF1	ENST00000378887.2	succinate dehydrogenase complex assembly factor 1 	2317	2	1	0	1	0	hsa-miR-625-5p	0.0029	0.0215	0.1510	-0.73	-0.73	N/A
ADAR	ENST00000292205.5	adenosine deaminase, RNA-specific 	633	2	1	1	0	0	hsa-miR-625-5p	0.0072	0.0530	0.3705	-0.73	-0.73	N/A
STC1	ENST00000290271.2	stanniocalcin 1 	2932	3	1	2	0	1	hsa-miR-625-5p	0.0092	0.0674	0.4632	-0.73	-1.02	N/A
PRKACA	ENST00000308677.4	protein kinase, cAMP-dependent, catalytic, alpha 	12	5	0	2	3	3	hsa-miR-625-5p	0.0107	0.0785	0.5430	-0.72	-1.35	N/A
PHLDA3	ENST00000367311.3	pleckstrin homology-like domain, family A, member 3 	82	3	1	1	1	0	hsa-miR-625-5p	0.0052	0.0381	0.2658	-0.72	-0.72	N/A
UBE2NL	ENST00000370494.1	ubiquitin-conjugating enzyme E2N-like 	5	1	1	0	0	1	hsa-miR-625-5p	0.0045	0.0326	0.2188	-0.72	-0.72	N/A
NAT16	ENST00000300303.2	N-acetyltransferase 16 (GCN5-related, putative) 	5	2	0	0	2	4	hsa-miR-625-5p	0.0085	0.0626	0.4339	-0.72	-0.72	N/A
WDR26	ENST00000414423.2	WD repeat domain 26 	1229	2	1	1	0	0	hsa-miR-625-5p	0.0044	0.0324	0.2230	-0.72	-0.74	N/A
PRELP	ENST00000343110.2	proline/arginine-rich end leucine-rich repeat protein 	5	5	0	2	3	1	hsa-miR-625-5p	0.0118	0.0865	0.5937	-0.72	-0.72	N/A
CDK18	ENST00000360066.2	cyclin-dependent kinase 18 	262	3	1	0	2	1	hsa-miR-625-5p	0.0086	0.0627	0.4320	-0.72	-0.73	N/A
PRPH2	ENST00000230381.5	peripherin 2 (retinal degeneration, slow) 	5	3	1	1	1	1	hsa-miR-625-5p	0.0050	0.0365	0.2538	-0.72	-0.72	N/A
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	6	2	2	2	6	hsa-miR-625-5p	0.0111	0.0817	0.5740	-0.72	-0.94	N/A
PCP4L1	ENST00000504449.1	Purkinje cell protein 4 like 1 	23	4	1	3	0	0	hsa-miR-625-5p	0.0059	0.0433	0.3011	-0.72	-1.07	N/A
ZDHHC15	ENST00000373367.3	zinc finger, DHHC-type containing 15 	5	2	1	0	1	0	hsa-miR-625-5p	0.0053	0.0391	0.2727	-0.72	-0.72	N/A
VPS37B	ENST00000267202.2	vacuolar protein sorting 37 homolog B (S. cerevisiae) 	261	3	1	0	2	0	hsa-miR-625-5p	0.0057	0.0415	0.2913	-0.71	-0.71	N/A
PDX1	ENST00000381033.4	pancreatic and duodenal homeobox 1 	220	3	0	3	0	3	hsa-miR-625-5p	0.0109	0.0795	0.5442	-0.71	-0.71	N/A
CLDN2	ENST00000336803.1	claudin 2 	19	3	1	0	2	0	hsa-miR-625-5p	0.0054	0.0393	0.2713	-0.71	-0.71	N/A
FKBP8	ENST00000597960.3	FK506 binding protein 8, 38kDa 	118	2	1	0	1	0	hsa-miR-625-5p	0.0053	0.0385	0.2650	-0.71	-0.71	N/A
ATXN2L	ENST00000336783.4	ataxin 2-like 	5	2	1	1	0	1	hsa-miR-625-5p	0.0083	0.0604	0.4192	-0.71	-0.71	N/A
RNF212	ENST00000382968.5	ring finger protein 212 	66	3	2	0	1	0	hsa-miR-625-5p	0.0054	0.0391	0.2652	-0.71	-0.77	N/A
C5orf24	ENST00000394976.3	chromosome 5 open reading frame 24 	2668	3	1	1	1	0	hsa-miR-625-5p	0.0046	0.0339	0.2293	-0.70	-0.74	N/A
SHISA7	ENST00000376325.4	shisa family member 7 	5	3	1	0	2	4	hsa-miR-625-5p	0.0083	0.0607	0.4350	-0.70	-0.70	N/A
SLC28A1	ENST00000394573.1	solute carrier family 28 (concentrative nucleoside transporter), member 1 	5	2	0	0	2	3	hsa-miR-625-5p	0.0064	0.0470	0.3295	-0.70	-0.70	N/A
NEUROD2	ENST00000302584.4	neuronal differentiation 2 	5	4	2	1	1	3	hsa-miR-625-5p	0.0073	0.0533	0.3721	-0.69	-0.87	N/A
KCNJ10	ENST00000368089.3	potassium inwardly-rectifying channel, subfamily J, member 10 	5	2	1	0	1	1	hsa-miR-625-5p	0.0064	0.0470	0.3278	-0.69	-0.69	N/A
FAM86C1	ENST00000359244.4	family with sequence similarity 86, member C1 	5	2	1	1	0	0	hsa-miR-625-5p	0.0037	0.0270	0.1869	-0.69	-0.69	N/A
ANTXR1	ENST00000409829.3	anthrax toxin receptor 1 	571	3	1	1	1	4	hsa-miR-625-5p	0.0063	0.0455	0.2973	-0.69	-0.99	N/A
PAG1	ENST00000220597.4	phosphoprotein associated with glycosphingolipid microdomains 1 	53	5	2	1	2	0	hsa-miR-625-5p	0.0067	0.0492	0.3376	-0.69	-0.79	N/A
APLNR	ENST00000606794.1	apelin receptor 	5	3	2	0	1	1	hsa-miR-625-5p	0.0075	0.0550	0.3786	-0.69	-0.69	N/A
C1orf106	ENST00000367342.4	chromosome 1 open reading frame 106 	24	4	0	1	3	1	hsa-miR-625-5p	0.0099	0.0726	0.5062	-0.69	-0.69	N/A
NXPH2	ENST00000272641.3	neurexophilin 2 	82	2	1	1	0	0	hsa-miR-625-5p	0.0064	0.0467	0.3062	-0.69	-0.75	N/A
ZNF226	ENST00000588883.1	zinc finger protein 226 	327	2	1	0	1	0	hsa-miR-625-5p	0.0033	0.0240	0.1636	-0.69	-0.70	N/A
THRA	ENST00000450525.2	thyroid hormone receptor, alpha 	547	4	1	1	2	1	hsa-miR-625-5p	0.0109	0.0801	0.5661	-0.69	-0.69	N/A
NTN5	ENST00000270235.4	netrin 5 	5	1	1	0	0	0	hsa-miR-625-5p	0.0034	0.0250	0.1670	-0.69	-0.69	N/A
PRX	ENST00000291825.7	periaxin 	17	3	0	0	3	3	hsa-miR-625-5p	0.0066	0.0485	0.3463	-0.68	-0.68	N/A
ZNF32	ENST00000374433.2	zinc finger protein 32 	896	1	1	0	0	0	hsa-miR-625-5p	0.0009	0.0063	0.0451	-0.68	-0.68	N/A
LRRC38	ENST00000376085.3	leucine rich repeat containing 38 	5	2	1	0	1	0	hsa-miR-625-5p	0.0044	0.0320	0.2174	-0.68	-0.68	N/A
EGR3	ENST00000519492.1	early growth response 3 	21	3	1	1	1	0	hsa-miR-625-5p	0.0062	0.0456	0.3213	-0.68	-0.88	N/A
KCTD21	ENST00000340067.3	potassium channel tetramerization domain containing 21 	90	4	0	2	2	0	hsa-miR-625-5p	0.0062	0.0456	0.3193	-0.68	-0.68	N/A
CCL22	ENST00000219235.4	chemokine (C-C motif) ligand 22 	5	2	1	0	1	2	hsa-miR-625-5p	0.0071	0.0521	0.3643	-0.68	-0.68	N/A
SPRN	ENST00000414069.2	shadow of prion protein homolog (zebrafish) 	5	3	1	0	2	2	hsa-miR-625-5p	0.0055	0.0405	0.2836	-0.68	-0.68	N/A
PIAS3	ENST00000393045.2	protein inhibitor of activated STAT, 3 	155	2	0	1	1	0	hsa-miR-625-5p	0.0045	0.0329	0.2321	-0.68	-0.68	N/A
GDI1	ENST00000447750.2	GDP dissociation inhibitor 1 	21	2	1	1	0	2	hsa-miR-625-5p	0.0066	0.0488	0.3453	-0.68	-0.68	N/A
PSCA	ENST00000301258.4	prostate stem cell antigen 	14	2	1	0	1	1	hsa-miR-625-5p	0.0032	0.0231	0.1594	-0.67	-0.67	N/A
AJAP1	ENST00000378191.4	adherens junctions associated protein 1 	5	4	0	2	2	1	hsa-miR-625-5p	0.0103	0.0755	0.5194	-0.67	-0.67	N/A
UCN	ENST00000296099.2	urocortin 	38	1	1	0	0	0	hsa-miR-625-5p	0.0012	0.0090	0.0627	-0.67	-0.67	N/A
GYS2	ENST00000261195.2	glycogen synthase 2 (liver) 	5	2	1	1	0	0	hsa-miR-625-5p	0.0042	0.0306	0.2108	-0.67	-0.67	N/A
VDAC2	ENST00000332211.6	voltage-dependent anion channel 2 	827	1	1	0	0	0	hsa-miR-625-5p	0.0021	0.0154	0.1035	-0.67	-0.67	N/A
CNN2	ENST00000263097.4	calponin 2 	699	2	1	1	0	0	hsa-miR-625-5p	0.0064	0.0472	0.3280	-0.67	-0.67	N/A
PCDHB13	ENST00000341948.4	protocadherin beta 13 	58	1	1	0	0	0	hsa-miR-625-5p	0.0035	0.0252	0.1617	-0.67	-0.67	N/A
LZTS3	ENST00000329152.3	Homo sapiens leucine zipper, putative tumor suppressor family member 3 (LZTS3), transcript variant 2, mRNA. 	78	3	1	0	2	0	hsa-miR-625-5p	0.0061	0.0450	0.3132	-0.67	-0.67	N/A
SPEN	ENST00000375759.3	spen homolog, transcriptional regulator (Drosophila) 	7	1	1	0	0	2	hsa-miR-625-5p	0.0068	0.0500	0.3503	-0.67	-0.83	N/A
CETN2	ENST00000370277.3	centrin, EF-hand protein, 2 	514	1	1	0	0	0	hsa-miR-625-5p	0.0017	0.0127	0.0866	-0.67	-0.67	N/A
PMEL	ENST00000449260.2	premelanosome protein 	5	1	1	0	0	0	hsa-miR-625-5p	0.0038	0.0278	0.1791	-0.66	-0.66	N/A
OXT	ENST00000217386.2	oxytocin/neurophysin I prepropeptide 	23	1	1	0	0	0	hsa-miR-625-5p	0.0015	0.0111	0.0764	-0.66	-0.66	N/A
RP11-368I7.4	ENST00000567544.1	Uncharacterized protein  	34	1	1	0	0	0	hsa-miR-625-5p	0.0026	0.0187	0.1291	-0.66	-0.66	N/A
MAB21L2	ENST00000317605.4	mab-21-like 2 (C. elegans) 	63	2	0	2	0	1	hsa-miR-625-5p	0.0054	0.0391	0.2645	-0.66	-0.66	N/A
