Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
RPL34	ENST00000394668.2	ribosomal protein L34 	624	1	1	0	0	0	hsa-miR-6511a-3p				-0.66	-0.66	N/A
CALCB	ENST00000523376.1	calcitonin-related polypeptide beta 	39	1	1	0	0	0	hsa-miR-6511a-3p				-0.66	-0.66	N/A
PROP1	ENST00000308304.2	PROP paired-like homeobox 1 	5	2	0	2	0	2	hsa-miR-6511a-3p				-0.65	-0.65	N/A
TNFAIP8L1	ENST00000327473.4	tumor necrosis factor, alpha-induced protein 8-like 1 	603	3	2	0	1	1	hsa-miR-6511a-3p				-0.63	-0.79	N/A
CPLX2	ENST00000359546.4	complexin 2 	5	4	2	1	1	3	hsa-miR-6511a-3p				-0.63	-0.63	N/A
WDR89	ENST00000394942.2	WD repeat domain 89 	20	2	1	0	1	1	hsa-miR-6511a-3p				-0.63	-0.85	N/A
ZNF684	ENST00000372699.3	zinc finger protein 684 	219	1	1	0	0	0	hsa-miR-6511a-3p				-0.62	-0.62	N/A
C22orf46	ENST00000402966.1	chromosome 22 open reading frame 46 	70	3	0	1	2	3	hsa-miR-6511a-3p				-0.62	-0.62	N/A
SH2D2A	ENST00000368198.3	SH2 domain containing 2A 	21	1	1	0	0	0	hsa-miR-6511a-3p				-0.62	-0.62	N/A
CD200R1L	ENST00000398214.1	CD200 receptor 1-like 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.60	-0.60	N/A
ZKSCAN8	ENST00000330236.6	zinc finger with KRAB and SCAN domains 8 	281	1	1	0	0	2	hsa-miR-6511a-3p				-0.60	-0.60	N/A
OR2Z1	ENST00000324060.2	olfactory receptor, family 2, subfamily Z, member 1 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.60	-0.60	N/A
C17orf96	ENST00000325814.5	chromosome 17 open reading frame 96 	19	3	1	0	2	2	hsa-miR-6511b-3p				-0.59	-0.59	N/A
MED18	ENST00000373842.4	mediator complex subunit 18 	1766	2	1	0	1	0	hsa-miR-6511a-3p				-0.59	-0.59	N/A
COTL1	ENST00000262428.4	coactosin-like 1 (Dictyostelium) 	6558	2	1	0	1	0	hsa-miR-6511a-3p				-0.59	-0.59	N/A
C17orf78	ENST00000586700.1	chromosome 17 open reading frame 78 	5	1	1	0	0	1	hsa-miR-6511a-3p				-0.59	-0.59	N/A
ZFP28	ENST00000301318.3	ZFP28 zinc finger protein 	79	1	1	0	0	2	hsa-miR-6511a-3p				-0.58	-0.69	N/A
CYP3A5	ENST00000339843.2	cytochrome P450, family 3, subfamily A, polypeptide 5 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.58	-0.58	N/A
LUZP6	ENST00000589735.1	leucine zipper protein 6 	1290	1	1	0	0	0	hsa-miR-6511a-3p				-0.58	-0.58	N/A
PPP1R17	ENST00000342032.3	protein phosphatase 1, regulatory subunit 17 	5	2	0	0	2	0	hsa-miR-6511a-3p				-0.58	-0.58	N/A
SDHC	ENST00000367975.2	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa 	172	2	1	1	0	0	hsa-miR-6511a-3p				-0.57	-0.57	N/A
FAM96A	ENST00000557835.1	family with sequence similarity 96, member A 	191	2	1	1	0	1	hsa-miR-6511a-3p				-0.57	-0.58	N/A
CACNG8	ENST00000270458.2	calcium channel, voltage-dependent, gamma subunit 8 	5	3	1	1	1	5	hsa-miR-6511a-3p				-0.56	-0.56	N/A
MTPN	ENST00000393085.3	myotrophin 	1296	2	1	0	1	2	hsa-miR-6511a-3p				-0.56	-0.56	N/A
BLOC1S6	ENST00000220531.3	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin 	1754	1	1	0	0	2	hsa-miR-6511a-3p				-0.56	-0.56	N/A
TXNL4A	ENST00000588162.1	thioredoxin-like 4A 	4755	2	2	0	0	0	hsa-miR-6511a-3p				-0.56	-0.77	N/A
SS18L2	ENST00000447630.1	synovial sarcoma translocation gene on chromosome 18-like 2 	137	1	1	0	0	0	hsa-miR-6511a-3p				-0.56	-0.67	N/A
ZNF525	ENST00000467003.1	zinc finger protein 525 	30	2	1	0	1	0	hsa-miR-6511a-3p				-0.55	-0.55	N/A
LPPR1	ENST00000374874.3	Lipid phosphate phosphatase-related protein type 1  	19	1	1	0	0	0	hsa-miR-6511a-3p				-0.54	-0.54	N/A
LYRM1	ENST00000396052.2	LYR motif containing 1 	405	2	0	1	1	0	hsa-miR-6511a-3p				-0.54	-0.55	N/A
SLC7A8	ENST00000469263.1	solute carrier family 7 (amino acid transporter light chain, L system), member 8 	15	2	2	0	0	0	hsa-miR-6511a-3p				-0.54	-0.54	N/A
ETS1	ENST00000531611.1	v-ets avian erythroblastosis virus E26 oncogene homolog 1 	1423	3	1	1	1	0	hsa-miR-6511a-3p				-0.54	-0.57	N/A
AK2	ENST00000467905.1	adenylate kinase 2 	3125	3	0	2	1	3	hsa-miR-6511a-3p				-0.54	-0.62	N/A
GRIN2B	ENST00000609686.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2B 	5	3	2	1	0	4	hsa-miR-6511b-3p				-0.53	-0.53	N/A
AMZ1	ENST00000312371.4	archaelysin family metallopeptidase 1 	5	2	1	0	1	3	hsa-miR-6511a-3p				-0.53	-0.53	N/A
CCR5	ENST00000292303.4	chemokine (C-C motif) receptor 5 (gene/pseudogene) 	5	1	1	0	0	5	hsa-miR-6511a-3p				-0.53	-0.53	N/A
LSMEM2	ENST00000316436.3	leucine-rich single-pass membrane protein 2 	7	1	1	0	0	0	hsa-miR-6511a-3p				-0.53	-0.53	N/A
C2orf15	ENST00000512183.2	chromosome 2 open reading frame 15 	246	1	1	0	0	0	hsa-miR-6511a-3p				-0.53	-0.53	N/A
MRPL30	ENST00000338148.3	mitochondrial ribosomal protein L30 	246	1	1	0	0	0	hsa-miR-6511a-3p				-0.53	-0.53	N/A
GUCA1A	ENST00000053469.4	guanylate cyclase activator 1A (retina) 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.53	-0.53	N/A
AP000889.3	ENST00000600612.1	HCG2032453; Uncharacterized protein; cDNA FLJ25337 fis, clone TST00714  	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.52	-0.52	N/A
TRIM21	ENST00000254436.7	tripartite motif containing 21 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.52	-0.52	N/A
RNF181	ENST00000441634.1	ring finger protein 181 	329	2	1	0	1	0	hsa-miR-6511a-3p				-0.52	-0.72	N/A
ZCCHC17	ENST00000344147.5	zinc finger, CCHC domain containing 17 	100	1	1	0	0	1	hsa-miR-6511a-3p				-0.52	-0.52	N/A
KCNJ14	ENST00000391884.1	potassium inwardly-rectifying channel, subfamily J, member 14 	29	4	0	2	2	0	hsa-miR-6511a-3p				-0.51	-0.51	N/A
CALN1	ENST00000329008.5	calneuron 1 	5	2	2	0	0	3	hsa-miR-6511a-3p				-0.51	-0.51	N/A
DGCR6	ENST00000608842.1	DiGeorge syndrome critical region gene 6 	5	1	1	0	0	1	hsa-miR-6511a-3p				-0.51	-0.51	N/A
SH2D3A	ENST00000437152.3	SH2 domain containing 3A 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.51	-0.51	N/A
RBM14-RBM4	ENST00000412278.2	RBM14-RBM4 readthrough 	151	1	1	0	0	0	hsa-miR-6511a-3p				-0.51	-0.52	N/A
C12orf44	ENST00000336854.4	chromosome 12 open reading frame 44 	1591	1	1	0	0	0	hsa-miR-6511b-3p				-0.51	-0.51	N/A
ELF5	ENST00000257832.2	E74-like factor 5 (ets domain transcription factor) 	5	3	0	1	2	0	hsa-miR-6511a-3p				-0.50	-0.50	N/A
RP11-295D22.1	ENST00000565320.1	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.50	-0.50	N/A
EIF4G2	ENST00000526148.1	eukaryotic translation initiation factor 4 gamma, 2 	61971	1	1	0	0	0	hsa-miR-6511a-3p				-0.50	-0.50	N/A
CEACAM4	ENST00000600925.1	carcinoembryonic antigen-related cell adhesion molecule 4 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.50	-0.50	N/A
RBM4	ENST00000310092.7	RNA binding motif protein 4 	151	1	1	0	0	0	hsa-miR-6511a-3p				-0.50	-0.51	N/A
HNF4A	ENST00000316099.4	hepatocyte nuclear factor 4, alpha 	915	3	0	1	2	1	hsa-miR-6511a-3p				-0.50	-0.50	N/A
SYNGR1	ENST00000328933.5	synaptogyrin 1 	101	1	0	0	1	3	hsa-miR-6511a-3p				-0.49	-0.49	N/A
ZCCHC24	ENST00000372336.3	zinc finger, CCHC domain containing 24 	359	1	1	0	0	2	hsa-miR-6511a-3p				-0.49	-0.49	N/A
FANCG	ENST00000378643.3	Fanconi anemia, complementation group G 	395	1	1	0	0	0	hsa-miR-6511a-3p				-0.49	-0.49	N/A
AC008132.1	ENST00000342888.3	Uncharacterized protein  	5	1	1	0	0	1	hsa-miR-6511b-3p				-0.49	-0.49	N/A
LOH12CR2	ENST00000381800.2	loss of heterozygosity, 12, chromosomal region 2 (non-protein coding) 	8	1	0	0	1	2	hsa-miR-6511b-3p				-0.48	-0.48	N/A
CCNT1	ENST00000261900.3	cyclin T1 	86	4	2	0	2	0	hsa-miR-6511b-3p				-0.48	-0.59	N/A
TMEM95	ENST00000330767.4	transmembrane protein 95 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.48	-0.48	N/A
LRRC55	ENST00000497933.1	leucine rich repeat containing 55 	5	4	0	1	3	0	hsa-miR-6511a-3p				-0.48	-0.48	N/A
PEX11B	ENST00000369306.3	peroxisomal biogenesis factor 11 beta 	766	1	1	0	0	0	hsa-miR-6511a-3p				-0.48	-0.48	N/A
MAPK1	ENST00000215832.6	mitogen-activated protein kinase 1 	630	2	2	0	0	2	hsa-miR-6511a-3p				-0.48	-0.55	N/A
TBX18	ENST00000369663.5	T-box 18 	54	1	1	0	0	2	hsa-miR-6511a-3p				-0.48	-0.54	N/A
ZNF397	ENST00000330501.7	zinc finger protein 397 	59	2	0	0	2	0	hsa-miR-6511a-3p				-0.48	-0.57	N/A
RAP2C	ENST00000342983.2	RAP2C, member of RAS oncogene family 	604	1	1	0	0	0	hsa-miR-6511a-3p				-0.48	-0.50	N/A
KCNE1L	ENST00000372101.2	KCNE1-like 	9	1	1	0	0	0	hsa-miR-6511a-3p				-0.47	-0.47	N/A
RAB31	ENST00000578921.1	RAB31, member RAS oncogene family 	726	2	1	1	0	0	hsa-miR-6511a-3p				-0.47	-0.48	N/A
ZNF229	ENST00000291187.4	zinc finger protein 229 	152	2	2	0	0	0	hsa-miR-6511a-3p				-0.47	-0.81	N/A
AP000867.1	ENST00000343767.3		5	1	1	0	0	0	hsa-miR-6511a-3p				-0.47	-0.47	N/A
AGPAT4	ENST00000366911.5	1-acylglycerol-3-phosphate O-acyltransferase 4 	142	3	0	1	2	3	hsa-miR-6511a-3p				-0.46	-0.48	N/A
AC093802.1	ENST00000407524.1	Uncharacterized protein  	5	1	1	0	0	2	hsa-miR-6511a-3p				-0.46	-0.46	N/A
BMF	ENST00000220446.4	Bcl2 modifying factor 	179	3	1	2	0	1	hsa-miR-6511a-3p				-0.46	-0.55	N/A
CD83	ENST00000379153.3	CD83 molecule 	414	1	1	0	0	0	hsa-miR-6511a-3p				-0.46	-0.46	N/A
BTNL9	ENST00000327705.9	butyrophilin-like 9 	8	1	1	0	0	1	hsa-miR-6511a-3p				-0.46	-0.46	N/A
HRK	ENST00000257572.5	harakiri, BCL2 interacting protein (contains only BH3 domain) 	19	2	1	0	1	0	hsa-miR-6511a-3p				-0.45	-0.55	N/A
ZNF581	ENST00000587252.1	zinc finger protein 581 	1889	1	1	0	0	0	hsa-miR-6511a-3p				-0.45	-0.45	N/A
KLF14	ENST00000310992.4	Kruppel-like factor 14 	8	1	1	0	0	0	hsa-miR-6511a-3p				-0.45	-0.45	N/A
AC132186.1	ENST00000544589.1	CDNA FLJ27243 fis, clone SYN08134; Uncharacterized protein  	5	3	0	0	3	1	hsa-miR-6511a-3p				-0.45	-0.45	N/A
HOXD10	ENST00000249501.4	homeobox D10 	182	1	1	0	0	0	hsa-miR-6511a-3p				-0.45	-0.45	N/A
SNX30	ENST00000374232.3	sorting nexin family member 30 	33	2	2	0	0	1	hsa-miR-6511a-3p				-0.44	-0.50	N/A
SLC17A4	ENST00000377905.4	solute carrier family 17, member 4 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.44	-0.44	N/A
CPOX	ENST00000264193.2	coproporphyrinogen oxidase 	377	1	1	0	0	1	hsa-miR-6511a-3p				-0.44	-0.46	N/A
AP006621.5	ENST00000530083.1	Protein LOC100506518  	25	1	1	0	0	1	hsa-miR-6511a-3p				-0.44	-0.58	N/A
ZNF256	ENST00000598928.1	zinc finger protein 256 	18	1	1	0	0	0	hsa-miR-6511a-3p				-0.44	-0.44	N/A
RPP14	ENST00000445193.3	ribonuclease P/MRP 14kDa subunit 	1612	2	1	0	1	0	hsa-miR-6511a-3p				-0.44	-0.57	N/A
AL049840.1	ENST00000429169.1	Uncharacterized protein; cDNA FLJ53535  	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.44	-0.44	N/A
ZNF589	ENST00000427617.2	zinc finger protein 589 	20	2	2	0	0	1	hsa-miR-6511a-3p				-0.44	-0.62	N/A
CDY1	ENST00000306609.4	chromodomain protein, Y-linked, 1 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
CDY2A	ENST00000426790.1	chromodomain protein, Y-linked, 2A 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
CDY1B	ENST00000306882.4	chromodomain protein, Y-linked, 1B 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
CDY2B	ENST00000544303.1	chromodomain protein, Y-linked, 2B 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
FBXL15	ENST00000224862.3	F-box and leucine-rich repeat protein 15 	87	1	1	0	0	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
SFXN1	ENST00000321442.5	sideroflexin 1 	1018	1	1	0	0	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
TMEM215	ENST00000342743.5	transmembrane protein 215 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
MTOR	ENST00000376838.1	mechanistic target of rapamycin (serine/threonine kinase) 	653	1	1	0	0	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
C10orf62	ENST00000370640.3	chromosome 10 open reading frame 62 	5	2	0	0	2	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
NDUFB2	ENST00000482954.1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa 	4516	1	0	0	1	0	hsa-miR-6511a-3p				-0.43	-0.43	N/A
PIM2	ENST00000376509.4	pim-2 oncogene 	77	1	1	0	0	1	hsa-miR-6511a-3p				-0.43	-0.43	N/A
MFAP3L	ENST00000393704.3	microfibrillar-associated protein 3-like 	69	2	1	1	0	0	hsa-miR-6511a-3p				-0.43	-0.44	N/A
C5orf24	ENST00000394976.3	chromosome 5 open reading frame 24 	2668	2	1	1	0	0	hsa-miR-6511a-3p				-0.43	-0.45	N/A
POLR2J3	ENST00000379357.5	polymerase (RNA) II (DNA directed) polypeptide J3 	6	1	1	0	0	0	hsa-miR-6511a-3p				-0.42	-0.42	N/A
CHST6	ENST00000332272.4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6 	37	2	1	0	1	1	hsa-miR-6511a-3p				-0.42	-0.43	N/A
AC004899.1	ENST00000596947.1	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.42	-0.42	N/A
CDHR3	ENST00000343407.5	cadherin-related family member 3 	9	2	0	1	1	2	hsa-miR-6511a-3p				-0.42	-0.42	N/A
ZNF487	ENST00000437590.2	zinc finger protein 487 	20	2	1	0	1	0	hsa-miR-6511a-3p				-0.42	-0.42	N/A
SNX8	ENST00000222990.3	sorting nexin 8 	303	2	0	0	2	7	hsa-miR-6511b-3p				-0.42	-0.46	N/A
AL591479.1	ENST00000594172.1	Uncharacterized protein  	5	1	0	1	0	4	hsa-miR-6511a-3p				-0.42	-0.42	N/A
ZNF728	ENST00000594710.1	zinc finger protein 728 	0	1	1	0	0	0	hsa-miR-6511a-3p				-0.42	-0.42	N/A
SH2D4B	ENST00000339284.2	SH2 domain containing 4B 	5	1	1	0	0	2	hsa-miR-6511a-3p				-0.42	-0.42	N/A
MAD2L1BP	ENST00000372171.4	MAD2L1 binding protein 	1294	1	1	0	0	0	hsa-miR-6511a-3p				-0.42	-0.42	N/A
PPP1R14C	ENST00000361131.4	protein phosphatase 1, regulatory (inhibitor) subunit 14C 	173	2	0	0	2	0	hsa-miR-6511a-3p				-0.42	-0.46	N/A
XXbac-BPG32J3.20	ENST00000461287.1		1251	2	0	1	1	0	hsa-miR-6511a-3p				-0.42	-0.42	N/A
C12orf55	ENST00000524981.4	chromosome 12 open reading frame 55 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.42	-0.42	N/A
E2F7	ENST00000416496.2	E2F transcription factor 7 	308	3	1	2	0	0	hsa-miR-6511a-3p				-0.41	-0.43	N/A
MARCH3	ENST00000308660.5	membrane-associated ring finger (C3HC4) 3, E3 ubiquitin protein ligase 	77	1	1	0	0	0	hsa-miR-6511a-3p				-0.41	-0.51	N/A
FKBP1A	ENST00000400137.4	FK506 binding protein 1A, 12kDa 	72	1	1	0	0	0	hsa-miR-6511a-3p				-0.41	-0.50	N/A
TMEM235	ENST00000586400.1	transmembrane protein 235 	5	2	0	0	2	1	hsa-miR-6511a-3p				-0.41	-0.41	N/A
CCBL2	ENST00000370485.2	cysteine conjugate-beta lyase 2 	409	1	1	0	0	0	hsa-miR-6511a-3p				-0.41	-0.41	N/A
IL17D	ENST00000304920.3	interleukin 17D 	130	1	1	0	0	0	hsa-miR-6511a-3p				-0.41	-0.41	N/A
FKBP1C	ENST00000370659.1	FK506 binding protein 1C 	30	1	1	0	0	0	hsa-miR-6511a-3p				-0.41	-0.41	N/A
AICDA	ENST00000229335.6	activation-induced cytidine deaminase 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.40	-0.40	N/A
DRD1	ENST00000393752.2	dopamine receptor D1 	7	2	0	0	2	0	hsa-miR-6511a-3p				-0.40	-0.40	N/A
C9orf170	ENST00000375941.2	chromosome 9 open reading frame 170 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.40	-0.40	N/A
SYNJ2BP	ENST00000256366.4	synaptojanin 2 binding protein 	329	3	0	1	2	0	hsa-miR-6511a-3p				-0.40	-0.71	N/A
VGLL2	ENST00000352536.3	vestigial like 2 (Drosophila) 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.40	-0.40	N/A
KIF13B	ENST00000524189.1	kinesin family member 13B 	17	2	0	0	2	1	hsa-miR-6511a-3p				-0.40	-0.40	N/A
PKD2L1	ENST00000353274.3	polycystic kidney disease 2-like 1 	7	1	1	0	0	0	hsa-miR-6511a-3p				-0.40	-0.40	N/A
HUNK	ENST00000270112.2	hormonally up-regulated Neu-associated kinase 	85	2	2	0	0	2	hsa-miR-6511a-3p				-0.40	-0.49	N/A
NLRP2	ENST00000543010.1	NLR family, pyrin domain containing 2 	5	1	0	0	1	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
RTN1	ENST00000395090.1	reticulon 1 	80	1	1	0	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
SLC24A1	ENST00000261892.6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 	92	2	1	1	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
ZNF85	ENST00000328178.8	zinc finger protein 85 	35	1	1	0	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
PPP3R2	ENST00000374806.1	protein phosphatase 3, regulatory subunit B, beta 	5	1	1	0	0	1	hsa-miR-6511a-3p				-0.39	-0.39	N/A
ZNF135	ENST00000401053.4	zinc finger protein 135 	12	1	1	0	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
TNFSF10	ENST00000420541.2	tumor necrosis factor (ligand) superfamily, member 10 	28	1	1	0	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
KCTD7	ENST00000275532.3	potassium channel tetramerization domain containing 7 	693	2	0	0	2	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
AC074091.13	ENST00000379677.2	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
ZNF83	ENST00000594682.2	zinc finger protein 83 	78	2	1	0	1	0	hsa-miR-6511a-3p				-0.39	-0.50	N/A
MYBPHL	ENST00000357155.1	myosin binding protein H-like 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
TNC	ENST00000340094.3	tenascin C 	4571	2	1	0	1	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
SLC35E1	ENST00000595753.1	solute carrier family 35, member E1 	4273	2	1	1	0	1	hsa-miR-6511b-3p				-0.39	-0.39	N/A
SDHAF1	ENST00000378887.2	succinate dehydrogenase complex assembly factor 1 	2317	2	0	0	2	1	hsa-miR-6511a-3p				-0.39	-0.43	N/A
GPRIN3	ENST00000609438.1	GPRIN family member 3 	213	4	2	1	1	1	hsa-miR-6511b-3p				-0.39	-0.53	N/A
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	5	3	0	2	0	hsa-miR-6511a-3p				-0.39	-0.41	N/A
AGPAT9	ENST00000395226.2	1-acylglycerol-3-phosphate O-acyltransferase 9 	89	1	1	0	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
PRKX	ENST00000262848.5	protein kinase, X-linked 	12	2	1	0	1	1	hsa-miR-6511a-3p				-0.39	-0.39	N/A
TCF15	ENST00000246080.3	transcription factor 15 (basic helix-loop-helix) 	5	1	0	1	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
KLF17	ENST00000372299.3	Kruppel-like factor 17 	11	2	0	1	1	2	hsa-miR-6511a-3p				-0.39	-0.39	N/A
RP11-382J12.1	ENST00000499227.2	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.39	-0.39	N/A
ZNF431	ENST00000311048.7	zinc finger protein 431 	93	2	1	0	1	1	hsa-miR-6511a-3p				-0.38	-0.55	N/A
AWAT2	ENST00000276101.3	acyl-CoA wax alcohol acyltransferase 2 	5	1	1	0	0	0	hsa-miR-6511a-3p				-0.38	-0.38	N/A
ZNF195	ENST00000438262.2	zinc finger protein 195 	389	1	1	0	0	0	hsa-miR-6511a-3p				-0.38	-0.39	N/A
DNAJC22	ENST00000549441.2	DnaJ (Hsp40) homolog, subfamily C, member 22 	84	2	0	0	2	0	hsa-miR-6511a-3p				-0.38	-0.43	N/A
NUP35	ENST00000295119.4	nucleoporin 35kDa 	210	1	1	0	0	0	hsa-miR-6511a-3p				-0.38	-0.45	N/A
SLC35B2	ENST00000393810.1	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2 	3587	1	1	0	0	0	hsa-miR-6511b-3p				-0.38	-0.38	N/A
CD160	ENST00000369290.1	CD160 molecule 	5	2	0	0	2	0	hsa-miR-6511a-3p				-0.38	-0.38	N/A
C2ORF15	ENST00000302513.2	Uncharacterized protein C2orf15  	166	1	1	0	0	0	hsa-miR-6511a-3p				-0.38	-0.38	N/A
SNX12	ENST00000374274.3	sorting nexin 12 	849	4	0	2	2	0	hsa-miR-6511a-3p				-0.38	-0.38	N/A
PEX26	ENST00000329627.7	peroxisomal biogenesis factor 26 	157	4	0	3	1	6	hsa-miR-6511b-3p				-0.38	-1.39	N/A
HIATL2	ENST00000602917.1	hippocampus abundant transcript-like 2 	111	1	1	0	0	0	hsa-miR-6511a-3p				-0.38	-0.38	N/A
DNASE1L1	ENST00000369809.1	deoxyribonuclease I-like 1 	16	2	1	0	1	0	hsa-miR-6511a-3p				-0.37	-0.62	N/A
USP4	ENST00000351842.4	ubiquitin specific peptidase 4 (proto-oncogene) 	253	1	1	0	0	1	hsa-miR-6511a-3p				-0.37	-0.40	N/A
