Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
OSCAR	ENST00000391761.1	osteoclast associated, immunoglobulin-like receptor 	5	2	0	2	0	0	hsa-miR-451b				-0.44	-0.44	N/A
TSN	ENST00000536142.1	translin 	886	2	1	1	0	2	hsa-miR-451b				-0.44	-0.58	N/A
FAM46A	ENST00000369754.3	family with sequence similarity 46, member A 	899	3	0	1	2	2	hsa-miR-451b				-0.44	-0.44	N/A
PLS3	ENST00000420625.2	plastin 3 	8789	2	0	2	0	1	hsa-miR-451b				-0.43	-0.44	N/A
FKBP14	ENST00000222803.5	FK506 binding protein 14, 22 kDa 	939	2	0	1	1	0	hsa-miR-451b				-0.43	-0.44	N/A
LRRN4CL	ENST00000317449.4	LRRN4 C-terminal like 	17	1	1	0	0	0	hsa-miR-451b				-0.43	-0.43	N/A
PTGER2	ENST00000245457.5	prostaglandin E receptor 2 (subtype EP2), 53kDa 	84	1	1	0	0	0	hsa-miR-451b				-0.43	-0.43	N/A
AC008443.1	ENST00000599439.1	CDNA: FLJ23158 fis, clone LNG09623; Uncharacterized protein  	109	2	0	2	0	1	hsa-miR-451b				-0.43	-0.43	N/A
SEP15	ENST00000401030.3	Homo sapiens 15 kDa selenoprotein (SEP15), transcript variant 2, mRNA. 	2047	1	0	1	0	1	hsa-miR-451b				-0.42	-0.42	N/A
ATP6V1F	ENST00000492758.1	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F 	496	1	0	1	0	0	hsa-miR-451b				-0.42	-0.43	N/A
PDCD5	ENST00000419343.3	programmed cell death 5 	158	1	1	0	0	1	hsa-miR-451b				-0.42	-0.42	N/A
SRI	ENST00000265729.2	sorcin 	278	2	1	1	0	2	hsa-miR-451b				-0.42	-0.60	N/A
AK4	ENST00000545314.1	adenylate kinase 4 	116	2	0	2	0	1	hsa-miR-451b				-0.42	-0.42	N/A
ZNF788	ENST00000430298.2	zinc finger family member 788 	16	3	0	2	1	2	hsa-miR-451b				-0.42	-0.57	N/A
RLN1	ENST00000223858.4	relaxin 1 	5	1	1	0	0	0	hsa-miR-451b				-0.42	-0.42	N/A
ERVFRD-1	ENST00000472091.1	endogenous retrovirus group FRD, member 1 	5	2	0	2	0	1	hsa-miR-451b				-0.42	-0.42	N/A
EED	ENST00000327320.4	embryonic ectoderm development 	142	1	1	0	0	0	hsa-miR-451b				-0.42	-0.42	N/A
GPRC5A	ENST00000014914.5	G protein-coupled receptor, family C, group 5, member A 	341	4	0	4	0	2	hsa-miR-451b				-0.42	-0.47	N/A
SERPINB9	ENST00000380698.4	serpin peptidase inhibitor, clade B (ovalbumin), member 9 	154	3	1	2	0	0	hsa-miR-451b				-0.41	-0.50	N/A
PPP3R1	ENST00000234310.3	protein phosphatase 3, regulatory subunit B, alpha 	117	2	1	1	0	1	hsa-miR-451b				-0.41	-0.65	N/A
DECR2	ENST00000219481.5	2,4-dienoyl CoA reductase 2, peroxisomal 	1049	1	1	0	0	0	hsa-miR-451b				-0.41	-0.42	N/A
SH3GL2	ENST00000380607.4	SH3-domain GRB2-like 2 	125	2	1	0	1	0	hsa-miR-451b				-0.41	-0.41	N/A
RAB10	ENST00000264710.4	RAB10, member RAS oncogene family 	998	2	0	1	1	2	hsa-miR-451b				-0.41	-0.51	N/A
SLC25A32	ENST00000297578.4	solute carrier family 25 (mitochondrial folate carrier), member 32 	554	2	0	2	0	1	hsa-miR-451b				-0.41	-0.42	N/A
EGLN3	ENST00000250457.3	egl-9 family hypoxia-inducible factor 3 	71	2	0	1	1	0	hsa-miR-451b				-0.40	-0.51	N/A
CALB1	ENST00000265431.3	calbindin 1, 28kDa 	5	2	0	1	1	0	hsa-miR-451b				-0.40	-0.40	N/A
MEIS1	ENST00000488550.1	Meis homeobox 1 	533	3	0	3	0	0	hsa-miR-451b				-0.40	-0.40	N/A
MTMR11	ENST00000406732.3	myotubularin related protein 11 	16	2	0	2	0	1	hsa-miR-451b				-0.40	-0.40	N/A
ADO	ENST00000373783.1	2-aminoethanethiol (cysteamine) dioxygenase 	686	3	1	2	0	0	hsa-miR-451b				-0.40	-0.44	N/A
TBC1D7	ENST00000356436.4	TBC1 domain family, member 7 	236	1	0	1	0	0	hsa-miR-451b				-0.40	-0.41	N/A
WNT16	ENST00000222462.2	wingless-type MMTV integration site family, member 16 	153	1	1	0	0	0	hsa-miR-451b				-0.40	-0.40	N/A
DNER	ENST00000341772.4	delta/notch-like EGF repeat containing 	143	1	1	0	0	0	hsa-miR-451b				-0.40	-0.41	N/A
RALB	ENST00000272519.5	v-ral simian leukemia viral oncogene homolog B 	527	2	1	1	0	0	hsa-miR-451b				-0.40	-0.40	N/A
TOX3	ENST00000407228.3	TOX high mobility group box family member 3 	59	3	1	2	0	0	hsa-miR-451b				-0.39	-0.61	N/A
ZBED2	ENST00000317012.4	zinc finger, BED-type containing 2 	5	1	0	1	0	0	hsa-miR-451b				-0.39	-0.39	N/A
HERC3	ENST00000402738.1	HECT and RLD domain containing E3 ubiquitin protein ligase 3 	50	2	0	2	0	0	hsa-miR-451b				-0.39	-0.39	N/A
EFCAB10	ENST00000486180.1	EF-hand calcium binding domain 10 	6	2	1	1	0	0	hsa-miR-451b				-0.39	-0.46	N/A
EFCAB3	ENST00000450662.2	EF-hand calcium binding domain 3 	5	1	0	1	0	0	hsa-miR-451b				-0.39	-0.39	N/A
ASB4	ENST00000325885.5	ankyrin repeat and SOCS box containing 4 	5	2	1	0	1	3	hsa-miR-451b				-0.39	-0.39	N/A
MARCH11	ENST00000332432.8	membrane-associated ring finger (C3HC4) 11 	5	1	0	1	0	0	hsa-miR-451b				-0.39	-0.39	N/A
PDGFD	ENST00000393158.2	platelet derived growth factor D 	52	2	0	2	0	3	hsa-miR-451b				-0.38	-0.59	N/A
OR51E1	ENST00000396952.5	olfactory receptor, family 51, subfamily E, member 1 	5	1	1	0	0	0	hsa-miR-451b				-0.38	-0.38	N/A
PRRT1	ENST00000211413.5	proline-rich transmembrane protein 1 	19	1	1	0	0	0	hsa-miR-451b				-0.38	-0.38	N/A
FAAH2	ENST00000374900.4	fatty acid amide hydrolase 2 	65	1	0	1	0	0	hsa-miR-451b				-0.38	-0.38	N/A
FAM49B	ENST00000519824.2	family with sequence similarity 49, member B 	52	1	0	1	0	2	hsa-miR-451b				-0.38	-0.51	N/A
CD3D	ENST00000300692.4	CD3d molecule, delta (CD3-TCR complex) 	8	4	0	4	0	2	hsa-miR-451b				-0.38	-0.54	N/A
VN1R1	ENST00000321039.3	vomeronasal 1 receptor 1 	12	1	1	0	0	0	hsa-miR-451b				-0.38	-0.38	N/A
TTC33	ENST00000337702.4	tetratricopeptide repeat domain 33 	676	2	0	2	0	0	hsa-miR-451b				-0.38	-0.40	N/A
FAM219B	ENST00000357635.5	family with sequence similarity 219, member B 	270	2	1	1	0	0	hsa-miR-451b				-0.38	-0.41	N/A
PRRX1	ENST00000367760.3	paired related homeobox 1 	57	2	0	2	0	3	hsa-miR-451b				-0.37	-0.47	N/A
ZNF561	ENST00000326044.5	zinc finger protein 561 	156	2	0	2	0	0	hsa-miR-451b				-0.37	-0.38	N/A
CYB5D1	ENST00000571846.1	cytochrome b5 domain containing 1 	546	3	1	2	0	1	hsa-miR-451b				-0.37	-0.44	N/A
MOB4	ENST00000233892.4	MOB family member 4, phocein 	123	3	0	2	1	0	hsa-miR-451b				-0.37	-0.53	N/A
KLF7	ENST00000423015.1	Kruppel-like factor 7 (ubiquitous) 	737	2	0	1	1	4	hsa-miR-451b				-0.37	-0.38	N/A
C1QTNF7	ENST00000429690.1	C1q and tumor necrosis factor related protein 7 	5	3	0	3	0	1	hsa-miR-451b				-0.37	-0.37	N/A
DHFRL1	ENST00000314636.2	dihydrofolate reductase-like 1 	35	1	1	0	0	0	hsa-miR-451b				-0.37	-0.37	N/A
CHMP4A	ENST00000347519.6	charged multivesicular body protein 4A 	564	1	1	0	0	0	hsa-miR-451b				-0.37	-0.43	N/A
DHCR7	ENST00000407721.2	7-dehydrocholesterol reductase 	3418	1	1	0	0	1	hsa-miR-451b				-0.37	-0.37	N/A
ZNF627	ENST00000588174.1	zinc finger protein 627 	105	1	1	0	0	1	hsa-miR-451b				-0.36	-0.36	N/A
PRLHR	ENST00000239032.2	prolactin releasing hormone receptor 	5	2	1	1	0	0	hsa-miR-451b				-0.36	-0.36	N/A
FAIM3	ENST00000420007.2	Fas apoptotic inhibitory molecule 3 	311	3	0	1	2	1	hsa-miR-451b				-0.36	-0.44	N/A
SCGB1D1	ENST00000306238.3	secretoglobin, family 1D, member 1 	5	1	0	1	0	0	hsa-miR-451b				-0.36	-0.36	N/A
FAM150A	ENST00000358543.4	family with sequence similarity 150, member A 	32	1	0	1	0	0	hsa-miR-451b				-0.36	-0.36	N/A
ZNF283	ENST00000324461.7	zinc finger protein 283 	194	2	1	1	0	0	hsa-miR-451b				-0.36	-0.42	N/A
SIX6	ENST00000327720.5	SIX homeobox 6 	5	2	0	2	0	1	hsa-miR-451b				-0.36	-0.36	N/A
LMO3	ENST00000354662.1	LIM domain only 3 (rhombotin-like 2) 	7	2	0	1	1	1	hsa-miR-451b				-0.36	-0.46	N/A
ARL1	ENST00000261636.8	ADP-ribosylation factor-like 1 	600	2	0	2	0	0	hsa-miR-451b				-0.35	-0.45	N/A
TLK2	ENST00000582809.1	tousled-like kinase 2 	5	2	0	1	1	1	hsa-miR-451b				-0.35	-0.39	N/A
GRIA4	ENST00000527669.1	glutamate receptor, ionotropic, AMPA 4 	7	2	0	1	1	0	hsa-miR-451b				-0.35	-0.35	N/A
EIF3E	ENST00000220849.5	eukaryotic translation initiation factor 3, subunit E 	906	1	0	1	0	0	hsa-miR-451b				-0.35	-0.35	N/A
PPAPDC3	ENST00000372264.3	phosphatidic acid phosphatase type 2 domain containing 3 	705	1	1	0	0	0	hsa-miR-451b				-0.35	-0.35	N/A
AC016559.1	ENST00000594347.1	Uncharacterized protein  	15	3	0	3	0	1	hsa-miR-451b				-0.35	-0.35	N/A
NUDT11	ENST00000375992.3	nudix (nucleoside diphosphate linked moiety X)-type motif 11 	28	2	0	1	1	0	hsa-miR-451b				-0.35	-0.35	N/A
ZSCAN4	ENST00000318203.5	zinc finger and SCAN domain containing 4 	9	1	0	1	0	0	hsa-miR-451b				-0.35	-0.35	N/A
ARFGAP3	ENST00000263245.5	ADP-ribosylation factor GTPase activating protein 3 	6000	1	0	1	0	1	hsa-miR-451b				-0.35	-0.35	N/A
CCR4	ENST00000330953.5	chemokine (C-C motif) receptor 4 	5	2	0	2	0	0	hsa-miR-451b				-0.35	-0.35	N/A
C9orf9	ENST00000372136.3	chromosome 9 open reading frame 9 	44	2	0	2	0	0	hsa-miR-451b				-0.35	-0.35	N/A
SHC4	ENST00000332408.4	SHC (Src homology 2 domain containing) family, member 4 	61	1	1	0	0	0	hsa-miR-451b				-0.35	-0.35	N/A
PIP5K1A	ENST00000368890.4	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha 	3762	1	1	0	0	0	hsa-miR-451b				-0.35	-0.35	N/A
MRPL23	ENST00000397298.3	mitochondrial ribosomal protein L23 	379	1	0	1	0	0	hsa-miR-451b				-0.35	-0.35	N/A
PKD1L1	ENST00000289672.2	polycystic kidney disease 1 like 1 	5	1	1	0	0	0	hsa-miR-451b				-0.35	-0.35	N/A
DEFB134	ENST00000526438.1	defensin, beta 134 	5	1	0	1	0	0	hsa-miR-451b				-0.35	-0.35	N/A
SP2	ENST00000376741.4	Sp2 transcription factor 	779	1	1	0	0	1	hsa-miR-451b				-0.35	-0.37	N/A
HLA-DQA1	ENST00000343139.5	major histocompatibility complex, class II, DQ alpha 1 	7	2	0	1	1	0	hsa-miR-451b				-0.35	-0.44	N/A
COPZ1	ENST00000551779.1	coatomer protein complex, subunit zeta 1 	2623	1	1	0	0	1	hsa-miR-451b				-0.34	-0.34	N/A
AC004899.1	ENST00000596947.1	Uncharacterized protein  	5	2	1	1	0	1	hsa-miR-451b				-0.34	-0.34	N/A
ATPIF1	ENST00000465645.1	ATPase inhibitory factor 1 	15846	1	0	1	0	1	hsa-miR-451b				-0.34	-0.34	N/A
CST5	ENST00000304710.4	cystatin D 	5	1	0	1	0	1	hsa-miR-451b				-0.34	-0.34	N/A
AVL9	ENST00000318709.4	AVL9 homolog (S. cerevisiase) 	246	2	0	0	2	2	hsa-miR-451b				-0.34	-0.44	N/A
RPL21	ENST00000311549.6	ribosomal protein L21 	76	2	0	1	1	0	hsa-miR-451b				-0.34	-0.66	N/A
METTL21B	ENST00000333012.5	methyltransferase like 21B 	51	2	0	2	0	1	hsa-miR-451b				-0.34	-0.34	N/A
RHPN2	ENST00000254260.3	rhophilin, Rho GTPase binding protein 2 	5	2	1	1	0	0	hsa-miR-451b				-0.34	-0.34	N/A
SERPINE2	ENST00000409304.1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 	1372	1	1	0	0	0	hsa-miR-451b				-0.34	-0.34	N/A
ZNF195	ENST00000438262.2	zinc finger protein 195 	389	2	0	2	0	3	hsa-miR-451b				-0.34	-0.41	N/A
RBCK1	ENST00000356286.5	RanBP-type and C3HC4-type zinc finger containing 1 	2123	1	1	0	0	2	hsa-miR-451b				-0.34	-0.34	N/A
AHSG	ENST00000411641.2	alpha-2-HS-glycoprotein 	144558	1	1	0	0	0	hsa-miR-451b				-0.34	-0.34	N/A
ZMAT3	ENST00000311417.2	zinc finger, matrin-type 3 	459	3	0	2	1	2	hsa-miR-451b				-0.34	-0.35	N/A
ATP4B	ENST00000335288.4	ATPase, H+/K+ exchanging, beta polypeptide 	5	1	0	1	0	0	hsa-miR-451b				-0.33	-0.33	N/A
HSPE1-MOB4	ENST00000604458.1	HSPE1-MOB4 readthrough 	123	3	0	2	1	0	hsa-miR-451b				-0.33	-0.50	N/A
RP11-585F1.10	ENST00000523795.2	Protein LOC100286914  	5	1	0	0	1	0	hsa-miR-451b				-0.33	-0.33	N/A
FAM9C	ENST00000542843.1	family with sequence similarity 9, member C 	5	2	0	2	0	1	hsa-miR-451b				-0.33	-0.33	N/A
ANKMY2	ENST00000306999.2	ankyrin repeat and MYND domain containing 2 	75	1	1	0	0	0	hsa-miR-451b				-0.33	-0.34	N/A
SAT1	ENST00000379270.4	spermidine/spermine N1-acetyltransferase 1 	1720	1	0	1	0	0	hsa-miR-451b				-0.33	-0.34	N/A
TEX28P2	ENST00000369941.4	testis expressed 28 pseudogene 2 	5	2	0	1	1	0	hsa-miR-451b				-0.33	-0.33	N/A
TEX28	ENST00000369926.1	testis expressed 28 	5	2	0	1	1	0	hsa-miR-451b				-0.33	-0.33	N/A
THEMIS2	ENST00000373925.1	thymocyte selection associated family member 2 	41	1	1	0	0	0	hsa-miR-451b				-0.33	-0.33	N/A
TEX28P1	ENST00000369932.3	testis expressed 28 pseudogene 1 	5	2	0	1	1	0	hsa-miR-451b				-0.33	-0.33	N/A
ENO2	ENST00000545045.2	enolase 2 (gamma, neuronal) 	100	2	1	1	0	1	hsa-miR-451b				-0.33	-0.33	N/A
IRS2	ENST00000375856.3	insulin receptor substrate 2 	231	2	1	1	0	0	hsa-miR-451b				-0.33	-0.35	N/A
PSPH	ENST00000275605.3	phosphoserine phosphatase 	3231	2	0	1	1	0	hsa-miR-451b				-0.33	-0.33	N/A
GCNT2	ENST00000316170.3	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) 	651	2	1	1	0	0	hsa-miR-451b				-0.33	-0.33	N/A
PGM5	ENST00000396396.1	phosphoglucomutase 5 	23	2	1	0	1	0	hsa-miR-451b				-0.33	-0.33	N/A
CST4	ENST00000217423.3	cystatin S 	5	1	0	1	0	0	hsa-miR-451b				-0.33	-0.33	N/A
FAM89A	ENST00000366654.4	family with sequence similarity 89, member A 	368	2	0	2	0	2	hsa-miR-451b				-0.32	-0.33	N/A
DAGLB	ENST00000297056.6	diacylglycerol lipase, beta 	96	1	1	0	0	0	hsa-miR-451b				-0.32	-0.32	N/A
DKFZP779L1853	ENST00000595310.1		5	2	0	2	0	0	hsa-miR-451b				-0.32	-0.32	N/A
POLR2K	ENST00000353107.3	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa 	902	1	0	1	0	0	hsa-miR-451b				-0.32	-0.32	N/A
DNM1L	ENST00000452533.2	dynamin 1-like 	399	2	0	0	2	0	hsa-miR-451b				-0.32	-0.52	N/A
RNGTT	ENST00000369485.4	RNA guanylyltransferase and 5'-phosphatase 	1384	1	1	0	0	0	hsa-miR-451b				-0.32	-0.32	N/A
FAM131B	ENST00000443739.2	family with sequence similarity 131, member B 	5	4	1	2	1	1	hsa-miR-451b				-0.32	-0.32	N/A
KIR3DL3	ENST00000291860.1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3 	5	1	0	1	0	1	hsa-miR-451b				-0.32	-0.32	N/A
RNF11	ENST00000242719.3	ring finger protein 11 	5881	1	0	1	0	1	hsa-miR-451b				-0.32	-0.36	N/A
C1orf210	ENST00000523677.1	chromosome 1 open reading frame 210 	43	2	0	2	0	0	hsa-miR-451b				-0.32	-0.34	N/A
FABP1	ENST00000393750.3	fatty acid binding protein 1, liver 	49	1	1	0	0	0	hsa-miR-451b				-0.32	-0.32	N/A
LPCAT2	ENST00000262134.5	lysophosphatidylcholine acyltransferase 2 	360	4	0	1	3	1	hsa-miR-451b				-0.32	-0.36	N/A
PARP12	ENST00000263549.3	poly (ADP-ribose) polymerase family, member 12 	16	1	1	0	0	0	hsa-miR-451b				-0.32	-0.38	N/A
ELAVL4	ENST00000371824.1	ELAV like neuron-specific RNA binding protein 4 	5	1	1	0	0	0	hsa-miR-451b				-0.32	-0.32	N/A
RP11-664D7.4	ENST00000512294.3	HCG1787533; Uncharacterized protein  	14	1	0	1	0	1	hsa-miR-451b				-0.32	-0.32	N/A
VSTM2A	ENST00000407838.3	V-set and transmembrane domain containing 2A 	5	1	1	0	0	0	hsa-miR-451b				-0.32	-0.32	N/A
SNRPA1	ENST00000254193.6	small nuclear ribonucleoprotein polypeptide A' 	33	1	0	1	0	0	hsa-miR-451b				-0.31	-0.31	N/A
FAM47B	ENST00000329357.5	family with sequence similarity 47, member B 	5	1	0	1	0	0	hsa-miR-451b				-0.31	-0.31	N/A
NDUFAF3	ENST00000326925.6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 3 	264	2	0	2	0	1	hsa-miR-451b				-0.31	-0.56	N/A
SLC16A1	ENST00000369626.3	solute carrier family 16 (monocarboxylate transporter), member 1 	707	2	0	1	1	1	hsa-miR-451b				-0.31	-0.37	N/A
NHLH1	ENST00000302101.5	nescient helix loop helix 1 	5	2	0	2	0	1	hsa-miR-451b				-0.31	-0.31	N/A
RPS4Y1	ENST00000250784.8	ribosomal protein S4, Y-linked 1 	5	1	0	1	0	0	hsa-miR-451b				-0.31	-0.31	N/A
TEFM	ENST00000580840.1	transcription elongation factor, mitochondrial 	525	1	1	0	0	0	hsa-miR-451b				-0.31	-0.32	N/A
TACC2	ENST00000513429.1	transforming, acidic coiled-coil containing protein 2 	225	1	1	0	0	0	hsa-miR-451b				-0.31	-0.39	N/A
SCGN	ENST00000334979.6	secretagogin, EF-hand calcium binding protein 	590	1	0	1	0	1	hsa-miR-451b				-0.31	-0.31	N/A
RLIM	ENST00000332687.6	ring finger protein, LIM domain interacting 	662	2	0	1	1	3	hsa-miR-451b				-0.31	-0.37	N/A
PRPF18	ENST00000378572.3	pre-mRNA processing factor 18 	551	1	0	1	0	0	hsa-miR-451b				-0.31	-0.32	N/A
SEC16B	ENST00000308284.6	SEC16 homolog B (S. cerevisiae) 	251	2	0	2	0	0	hsa-miR-451b				-0.31	-0.31	N/A
KIAA2022	ENST00000055682.6	KIAA2022 	5	4	1	1	2	1	hsa-miR-451b				-0.31	-0.31	N/A
ZCCHC5	ENST00000321110.1	zinc finger, CCHC domain containing 5 	5	1	1	0	0	0	hsa-miR-451b				-0.31	-0.31	N/A
PP13004	ENST00000381493.2		5	1	1	0	0	0	hsa-miR-451b				-0.31	-0.31	N/A
AQP8	ENST00000219660.5	aquaporin 8 	7	1	0	1	0	1	hsa-miR-451b				-0.31	-0.31	N/A
FAF2	ENST00000261942.6	Fas associated factor family member 2 	1700	3	0	3	0	4	hsa-miR-451b				-0.31	-0.33	N/A
INSL3	ENST00000379695.5	insulin-like 3 (Leydig cell) 	5	1	0	1	0	0	hsa-miR-451b				-0.31	-0.31	N/A
C7orf69	ENST00000418326.2	chromosome 7 open reading frame 69 	5	1	0	1	0	0	hsa-miR-451b				-0.31	-0.31	N/A
