Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
RP9	ENST00000297157.3	retinitis pigmentosa 9 (autosomal dominant) 	426	1	1	0	0	0	hsa-miR-3615				-0.66	-0.66	N/A
DMTF1	ENST00000413276.2	cyclin D binding myb-like transcription factor 1 	198	1	1	0	0	0	hsa-miR-3615				-0.64	-0.64	N/A
SLC25A14	ENST00000218197.5	solute carrier family 25 (mitochondrial carrier, brain), member 14 	46	1	1	0	0	0	hsa-miR-3615				-0.64	-0.64	N/A
ISL2	ENST00000290759.4	ISL LIM homeobox 2 	381	2	2	0	0	0	hsa-miR-3615				-0.64	-1.09	N/A
NBPF10	ENST00000369339.3	neuroblastoma breakpoint family, member 10 	5	1	1	0	0	0	hsa-miR-3615				-0.64	-0.64	N/A
UNG	ENST00000242576.2	uracil-DNA glycosylase 	2812	1	1	0	0	0	hsa-miR-3615				-0.63	-0.63	N/A
DCLK1	ENST00000379892.4	doublecortin-like kinase 1 	9	1	1	0	0	0	hsa-miR-3615				-0.61	-0.61	N/A
GSC2	ENST00000086933.2	goosecoid homeobox 2 	5	1	1	0	0	0	hsa-miR-3615				-0.60	-0.60	N/A
MANBA	ENST00000226578.4	mannosidase, beta A, lysosomal 	1062	1	1	0	0	0	hsa-miR-3615				-0.60	-0.60	N/A
DAND5	ENST00000585548.1	DAN domain family member 5, BMP antagonist 	11	1	1	0	0	0	hsa-miR-3615				-0.60	-0.60	N/A
ACHE	ENST00000302913.4	acetylcholinesterase 	14	1	1	0	0	0	hsa-miR-3615				-0.59	-0.59	N/A
SLIT2	ENST00000504154.1	slit homolog 2 (Drosophila) 	579	1	1	0	0	1	hsa-miR-3615				-0.58	-0.58	N/A
KLHL25	ENST00000337975.5	kelch-like family member 25 	98	2	1	1	0	0	hsa-miR-3615				-0.57	-0.57	N/A
RNF24	ENST00000336095.6	ring finger protein 24 	448	1	1	0	0	0	hsa-miR-3615				-0.56	-0.56	N/A
C15orf54	ENST00000318578.3	chromosome 15 open reading frame 54 	5	1	1	0	0	0	hsa-miR-3615				-0.55	-0.55	N/A
C10orf126	ENST00000375520.1	chromosome 10 open reading frame 126 	5	2	0	0	2	0	hsa-miR-3615				-0.55	-0.55	N/A
RP11-268J15.5	ENST00000373137.2		141	1	1	0	0	0	hsa-miR-3615				-0.55	-0.55	N/A
NWD1	ENST00000524140.2	NACHT and WD repeat domain containing 1 	5	1	1	0	0	0	hsa-miR-3615				-0.54	-0.54	N/A
RRBP1	ENST00000377813.1	ribosome binding protein 1 	1290	1	1	0	0	0	hsa-miR-3615				-0.54	-0.54	N/A
ARRDC2	ENST00000379656.3	arrestin domain containing 2 	144	1	1	0	0	0	hsa-miR-3615				-0.54	-0.54	N/A
MAFB	ENST00000373313.2	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B 	333	1	0	1	0	4	hsa-miR-3615				-0.52	-0.54	N/A
NBPF16	ENST00000417839.1	neuroblastoma breakpoint family, member 16 	5	1	1	0	0	0	hsa-miR-3615				-0.52	-0.52	N/A
NBPF15	ENST00000442702.2	neuroblastoma breakpoint family, member 15 	5	1	1	0	0	0	hsa-miR-3615				-0.52	-0.52	N/A
NYAP1	ENST00000300179.2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1 	5	1	1	0	0	1	hsa-miR-3615				-0.51	-0.51	N/A
KLF11	ENST00000305883.1	Kruppel-like factor 11 	42	1	1	0	0	0	hsa-miR-3615				-0.51	-0.58	N/A
PARD3B	ENST00000406610.2	par-3 family cell polarity regulator beta 	38	2	1	0	1	0	hsa-miR-3615				-0.51	-0.51	N/A
SLC26A11	ENST00000361193.3	solute carrier family 26 (anion exchanger), member 11 	115	1	1	0	0	0	hsa-miR-3615				-0.50	-0.50	N/A
ZNF571	ENST00000590751.1	zinc finger protein 571 	10	1	1	0	0	0	hsa-miR-3615				-0.50	-0.50	N/A
LRRFIP1	ENST00000308482.9	leucine rich repeat (in FLII) interacting protein 1 	525	1	1	0	0	0	hsa-miR-3615				-0.50	-0.50	N/A
PVRL4	ENST00000368012.3	poliovirus receptor-related 4 	6	1	1	0	0	0	hsa-miR-3615				-0.49	-0.49	N/A
PRSS46	ENST00000463091.2	protease, serine, 46 	5	1	0	1	0	1	hsa-miR-3615				-0.49	-0.49	N/A
NBPF1	ENST00000430580.2	neuroblastoma breakpoint family, member 1 	21	1	1	0	0	0	hsa-miR-3615				-0.49	-0.49	N/A
MCTP2	ENST00000357742.4	multiple C2 domains, transmembrane 2 	59	1	1	0	0	0	hsa-miR-3615				-0.49	-0.49	N/A
ELAVL2	ENST00000380110.4	ELAV like neuron-specific RNA binding protein 2 	78	1	1	0	0	0	hsa-miR-3615				-0.49	-0.54	N/A
ABCF1	ENST00000326195.8	ATP-binding cassette, sub-family F (GCN20), member 1 	1078	1	1	0	0	1	hsa-miR-3615				-0.49	-0.52	N/A
HOXB8	ENST00000239144.4	homeobox B8 	9	1	1	0	0	0	hsa-miR-3615				-0.48	-0.48	N/A
MCM3	ENST00000229854.7	minichromosome maintenance complex component 3 	3350	1	1	0	0	0	hsa-miR-3615				-0.48	-0.48	N/A
MAPRE2	ENST00000436190.2	microtubule-associated protein, RP/EB family, member 2 	361	1	1	0	0	0	hsa-miR-3615				-0.48	-0.48	N/A
ZBTB7A	ENST00000322357.4	zinc finger and BTB domain containing 7A 	37	2	0	0	2	1	hsa-miR-3615				-0.47	-0.47	N/A
VCX3B	ENST00000453306.1	variable charge, X-linked 3B 	5	1	0	1	0	0	hsa-miR-3615				-0.47	-0.47	N/A
COG4	ENST00000323786.5	component of oligomeric golgi complex 4 	2411	1	1	0	0	0	hsa-miR-3615				-0.47	-0.47	N/A
VCX	ENST00000381059.3	variable charge, X-linked 	5	1	0	1	0	0	hsa-miR-3615				-0.47	-0.47	N/A
CORO2B	ENST00000261861.5	coronin, actin binding protein, 2B 	751	1	1	0	0	0	hsa-miR-3615				-0.47	-0.47	N/A
MYH13	ENST00000418404.3	myosin, heavy chain 13, skeletal muscle 	5	1	1	0	0	0	hsa-miR-3615				-0.47	-0.47	N/A
PRDM12	ENST00000253008.2	PR domain containing 12 	15	2	0	2	0	1	hsa-miR-3615				-0.47	-0.47	N/A
VCX3A	ENST00000381089.3	variable charge, X-linked 3A 	5	1	0	1	0	0	hsa-miR-3615				-0.47	-0.47	N/A
NBPF9	ENST00000440491.2	neuroblastoma breakpoint family, member 9 	5	1	1	0	0	0	hsa-miR-3615				-0.47	-0.47	N/A
SLITRK5	ENST00000325089.6	SLIT and NTRK-like family, member 5 	429	1	1	0	0	0	hsa-miR-3615				-0.46	-0.48	N/A
SAMD13	ENST00000370667.3	sterile alpha motif domain containing 13 	253	1	0	1	0	0	hsa-miR-3615				-0.46	-0.46	N/A
STAG3	ENST00000317296.5	stromal antigen 3 	5	1	1	0	0	0	hsa-miR-3615				-0.46	-0.46	N/A
MAMLD1	ENST00000370401.2	mastermind-like domain containing 1 	1442	1	1	0	0	0	hsa-miR-3615				-0.45	-0.45	N/A
PCMTD2	ENST00000308824.6	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 	476	1	1	0	0	0	hsa-miR-3615				-0.45	-0.45	N/A
LMLN	ENST00000330198.4	leishmanolysin-like (metallopeptidase M8 family) 	18	1	1	0	0	0	hsa-miR-3615				-0.45	-0.45	N/A
LBH	ENST00000406087.1	limb bud and heart development 	1956	2	0	2	0	0	hsa-miR-3615				-0.45	-0.45	N/A
TMEM158	ENST00000503771.1	transmembrane protein 158 (gene/pseudogene) 	1645	1	1	0	0	0	hsa-miR-3615				-0.45	-0.45	N/A
GIT1	ENST00000579937.1	G protein-coupled receptor kinase interacting ArfGAP 1 	18	1	1	0	0	0	hsa-miR-3615				-0.44	-0.44	N/A
VAPB	ENST00000395802.3	VAMP (vesicle-associated membrane protein)-associated protein B and C 	391	1	1	0	0	0	hsa-miR-3615				-0.44	-0.52	N/A
HMGN4	ENST00000377575.2	high mobility group nucleosomal binding domain 4 	399	1	0	1	0	0	hsa-miR-3615				-0.44	-0.44	N/A
VPS52	ENST00000482399.1	vacuolar protein sorting 52 homolog (S. cerevisiae) 	124	1	0	1	0	0	hsa-miR-3615				-0.43	-0.43	N/A
ZNF648	ENST00000339948.3	zinc finger protein 648 	5	1	1	0	0	0	hsa-miR-3615				-0.43	-0.43	N/A
CLN5	ENST00000377453.3	ceroid-lipofuscinosis, neuronal 5 	184	1	1	0	0	0	hsa-miR-3615				-0.43	-0.43	N/A
C17orf72	ENST00000580752.1	chromosome 17 open reading frame 72 	5	1	0	1	0	0	hsa-miR-3615				-0.42	-0.42	N/A
E2F2	ENST00000361729.2	E2F transcription factor 2 	96	1	1	0	0	1	hsa-miR-3615				-0.42	-0.45	N/A
TNXB	ENST00000375244.3	tenascin XB 	5	1	1	0	0	0	hsa-miR-3615				-0.41	-0.41	N/A
RTCB	ENST00000451746.2	RNA 2',3'-cyclic phosphate and 5'-OH ligase 	9513	1	0	1	0	0	hsa-miR-3615				-0.41	-0.41	N/A
B4GALNT4	ENST00000329962.6	beta-1,4-N-acetyl-galactosaminyl transferase 4 	3266	1	1	0	0	0	hsa-miR-3615				-0.41	-0.41	N/A
IFITM5	ENST00000382614.2	interferon induced transmembrane protein 5 	5	1	0	1	0	0	hsa-miR-3615				-0.40	-0.40	N/A
PRKCE	ENST00000306156.3	protein kinase C, epsilon 	164	1	1	0	0	1	hsa-miR-3615				-0.40	-0.40	N/A
CLK3	ENST00000348245.3	CDC-like kinase 3 	127	1	0	1	0	0	hsa-miR-3615				-0.40	-0.40	N/A
ZNF766	ENST00000439461.1	zinc finger protein 766 	324	1	0	1	0	0	hsa-miR-3615				-0.40	-0.40	N/A
C2orf48	ENST00000381786.3	chromosome 2 open reading frame 48 	32	2	1	1	0	1	hsa-miR-3615				-0.39	-0.74	N/A
CTNND1	ENST00000524630.1	catenin (cadherin-associated protein), delta 1 	743	1	1	0	0	0	hsa-miR-3615				-0.39	-0.39	N/A
FBL	ENST00000221801.3	fibrillarin 	4075	1	0	0	1	0	hsa-miR-3615				-0.39	-0.39	N/A
SLC22A9	ENST00000310969.4	solute carrier family 22 (organic anion transporter), member 9 	188	1	0	1	0	0	hsa-miR-3615				-0.39	-0.39	N/A
ITGAX	ENST00000268296.4	integrin, alpha X (complement component 3 receptor 4 subunit) 	5	1	1	0	0	0	hsa-miR-3615				-0.39	-0.39	N/A
ANKRD11	ENST00000378330.2	ankyrin repeat domain 11 	45	1	1	0	0	0	hsa-miR-3615				-0.39	-0.39	N/A
STAU1	ENST00000371828.3	staufen double-stranded RNA binding protein 1 	826	1	1	0	0	0	hsa-miR-3615				-0.39	-0.39	N/A
MAML3	ENST00000509479.2	mastermind-like 3 (Drosophila) 	159	3	1	1	1	0	hsa-miR-3615				-0.39	-0.39	N/A
KIAA0907	ENST00000368320.3	KIAA0907 	48	1	1	0	0	0	hsa-miR-3615				-0.39	-0.39	N/A
GNA11	ENST00000078429.4	guanine nucleotide binding protein (G protein), alpha 11 (Gq class) 	1513	2	1	1	0	0	hsa-miR-3615				-0.38	-0.38	N/A
ARHGAP39	ENST00000377307.2	Rho GTPase activating protein 39 	14	2	1	1	0	1	hsa-miR-3615				-0.38	-0.47	N/A
B3GAT1	ENST00000392580.1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) 	77	2	1	1	0	0	hsa-miR-3615				-0.38	-0.38	N/A
KCTD15	ENST00000284006.6	potassium channel tetramerization domain containing 15 	2483	1	1	0	0	0	hsa-miR-3615				-0.38	-0.39	N/A
GIMAP6	ENST00000493969.1	GTPase, IMAP family member 6 	5	2	0	1	1	1	hsa-miR-3615				-0.38	-0.55	N/A
CCZ1	ENST00000325974.6	CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae) 	5	1	0	1	0	0	hsa-miR-3615				-0.38	-0.38	N/A
INCA1	ENST00000355025.3	inhibitor of CDK, cyclin A1 interacting protein 1 	6	1	0	1	0	0	hsa-miR-3615				-0.38	-0.38	N/A
TMEFF2	ENST00000392314.1	transmembrane protein with EGF-like and two follistatin-like domains 2 	179	1	0	1	0	0	hsa-miR-3615				-0.38	-0.38	N/A
TSPAN11	ENST00000261177.9	tetraspanin 11 	27	1	1	0	0	0	hsa-miR-3615				-0.38	-0.38	N/A
MXRA7	ENST00000355797.3	matrix-remodelling associated 7 	421	1	1	0	0	1	hsa-miR-3615				-0.37	-0.50	N/A
CD300E	ENST00000392619.1	CD300e molecule 	5	2	0	0	2	0	hsa-miR-3615				-0.37	-0.37	N/A
NBPF20	ENST00000369202.1	neuroblastoma breakpoint family, member 20 	5	1	1	0	0	0	hsa-miR-3615				-0.37	-0.37	N/A
TMEM178A	ENST00000281961.2	transmembrane protein 178A 	141	1	0	1	0	0	hsa-miR-3615				-0.37	-0.37	N/A
C20orf62	ENST00000372910.3	chromosome 20 open reading frame 62 	5	1	0	0	1	0	hsa-miR-3615				-0.37	-0.37	N/A
OCM2	ENST00000257627.4	oncomodulin 2 	5	1	0	0	1	0	hsa-miR-3615				-0.37	-0.37	N/A
CD34	ENST00000356522.4	CD34 molecule 	5	1	1	0	0	0	hsa-miR-3615				-0.37	-0.37	N/A
AMIGO1	ENST00000369864.4	adhesion molecule with Ig-like domain 1 	167	1	1	0	0	1	hsa-miR-3615				-0.36	-0.36	N/A
SLC44A4	ENST00000229729.6	solute carrier family 44, member 4 	5	1	0	1	0	0	hsa-miR-3615				-0.36	-0.36	N/A
RAB3D	ENST00000222120.3	RAB3D, member RAS oncogene family 	111	1	1	0	0	0	hsa-miR-3615				-0.36	-0.36	N/A
OTX2	ENST00000339475.5	orthodenticle homeobox 2 	5	1	0	1	0	0	hsa-miR-3615				-0.35	-0.35	N/A
AP006621.5	ENST00000530083.1	Protein LOC100506518  	25	1	0	1	0	0	hsa-miR-3615				-0.35	-0.35	N/A
TNFAIP8L1	ENST00000327473.4	tumor necrosis factor, alpha-induced protein 8-like 1 	603	1	1	0	0	0	hsa-miR-3615				-0.35	-0.45	N/A
SLC25A24	ENST00000565488.1	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24 	1688	1	0	1	0	0	hsa-miR-3615				-0.35	-0.36	N/A
ZNF821	ENST00000564134.1	zinc finger protein 821 	56	1	0	1	0	2	hsa-miR-3615				-0.35	-0.35	N/A
PKN1	ENST00000342216.4	protein kinase N1 	627	1	0	1	0	0	hsa-miR-3615				-0.35	-0.35	N/A
RPS6KA2	ENST00000265678.4	ribosomal protein S6 kinase, 90kDa, polypeptide 2 	1043	1	1	0	0	1	hsa-miR-3615				-0.35	-0.35	N/A
TMEM56	ENST00000370203.4	transmembrane protein 56 	113	1	1	0	0	0	hsa-miR-3615				-0.35	-0.38	N/A
LYNX1	ENST00000395192.2	Ly6/neurotoxin 1 	5	1	1	0	0	0	hsa-miR-3615				-0.34	-0.34	N/A
C22orf15	ENST00000382821.3	chromosome 22 open reading frame 15 	5	1	0	0	1	0	hsa-miR-3615				-0.34	-0.34	N/A
SLC35E2B	ENST00000378662.1	solute carrier family 35, member E2B 	5	1	0	1	0	1	hsa-miR-3615				-0.34	-0.34	N/A
FAM216B	ENST00000537894.1	family with sequence similarity 216, member B 	5	1	0	1	0	0	hsa-miR-3615				-0.34	-0.34	N/A
GRB7	ENST00000309185.3	growth factor receptor-bound protein 7 	66	1	0	1	0	0	hsa-miR-3615				-0.34	-0.34	N/A
BSDC1	ENST00000341071.7	BSD domain containing 1 	714	1	1	0	0	0	hsa-miR-3615				-0.34	-0.34	N/A
GPR162	ENST00000428545.2	G protein-coupled receptor 162 	8	1	0	1	0	0	hsa-miR-3615				-0.34	-0.34	N/A
TP53	ENST00000420246.2	tumor protein p53 	836	1	0	1	0	0	hsa-miR-3615				-0.34	-0.34	N/A
DMRTA2	ENST00000418121.1	DMRT-like family A2 	9	1	0	1	0	0	hsa-miR-3615				-0.34	-0.34	N/A
CDH12	ENST00000504376.2	cadherin 12, type 2 (N-cadherin 2) 	21	1	0	1	0	0	hsa-miR-3615				-0.33	-0.33	N/A
LRRC27	ENST00000392638.2	leucine rich repeat containing 27 	68	2	0	1	1	0	hsa-miR-3615				-0.33	-0.59	N/A
SNCB	ENST00000310112.3	synuclein, beta 	5	1	0	1	0	0	hsa-miR-3615				-0.33	-0.33	N/A
GPR20	ENST00000377741.3	G protein-coupled receptor 20 	34	1	1	0	0	0	hsa-miR-3615				-0.33	-0.40	N/A
FRMPD4	ENST00000380682.1	FERM and PDZ domain containing 4 	25	1	1	0	0	0	hsa-miR-3615				-0.33	-0.33	N/A
MEIS2	ENST00000397624.3	Meis homeobox 2 	63	1	0	1	0	0	hsa-miR-3615				-0.33	-0.33	N/A
HOXA13	ENST00000222753.4	homeobox A13 	328	1	0	1	0	1	hsa-miR-3615				-0.33	-0.35	N/A
SLC10A2	ENST00000245312.3	solute carrier family 10 (sodium/bile acid cotransporter), member 2 	5	1	0	1	0	0	hsa-miR-3615				-0.33	-0.33	N/A
NADSYN1	ENST00000319023.2	NAD synthetase 1 	220	1	0	1	0	0	hsa-miR-3615				-0.32	-0.32	N/A
UTP11L	ENST00000537711.1	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) 	1460	1	0	0	1	0	hsa-miR-3615				-0.32	-0.32	N/A
ITPK1	ENST00000267615.6	inositol-tetrakisphosphate 1-kinase 	60	1	1	0	0	0	hsa-miR-3615				-0.32	-0.32	N/A
OLFML2A	ENST00000288815.5	olfactomedin-like 2A 	155	1	1	0	0	0	hsa-miR-3615				-0.32	-0.32	N/A
ATXN3L	ENST00000380622.2	ataxin 3-like 	5	1	0	0	1	0	hsa-miR-3615				-0.32	-0.32	N/A
ARHGAP17	ENST00000441763.2	Rho GTPase activating protein 17 	1337	1	0	1	0	0	hsa-miR-3615				-0.32	-0.32	N/A
MRPL43	ENST00000477279.1	mitochondrial ribosomal protein L43 	502	1	0	1	0	0	hsa-miR-3615				-0.32	-0.32	N/A
STS	ENST00000217961.4	steroid sulfatase (microsomal), isozyme S 	64	2	0	1	1	0	hsa-miR-3615				-0.32	-0.36	N/A
TCAIM	ENST00000342649.4	T cell activation inhibitor, mitochondrial 	844	1	1	0	0	0	hsa-miR-3615				-0.32	-0.32	N/A
CCZ1B	ENST00000316731.8	CCZ1 vacuolar protein trafficking and biogenesis associated homolog B (S. cerevisiae) 	5	1	0	1	0	0	hsa-miR-3615				-0.32	-0.32	N/A
KIF1B	ENST00000377086.1	kinesin family member 1B 	234	1	0	0	1	1	hsa-miR-3615				-0.32	-0.32	N/A
GNPTG	ENST00000204679.4	N-acetylglucosamine-1-phosphate transferase, gamma subunit 	677	1	0	1	0	0	hsa-miR-3615				-0.32	-0.32	N/A
PRDM9	ENST00000296682.3	PR domain containing 9 	5	1	0	1	0	0	hsa-miR-3615				-0.32	-0.32	N/A
ANKRD66	ENST00000565422.1	ankyrin repeat domain 66 	5	1	0	0	1	0	hsa-miR-3615				-0.31	-0.31	N/A
C19orf24	ENST00000409293.4	chromosome 19 open reading frame 24 	3071	1	0	1	0	0	hsa-miR-3615				-0.31	-0.31	N/A
NHEJ1	ENST00000356853.5	nonhomologous end-joining factor 1 	33	2	0	0	2	0	hsa-miR-3615				-0.31	-0.43	N/A
KIAA1239	ENST00000309447.5	KIAA1239 	5	1	1	0	0	0	hsa-miR-3615				-0.31	-0.31	N/A
RALGPS1	ENST00000259351.5	Ral GEF with PH domain and SH3 binding motif 1 	34	1	1	0	0	0	hsa-miR-3615				-0.31	-0.31	N/A
CORO6	ENST00000388767.3	coronin 6 	48	1	0	0	1	0	hsa-miR-3615				-0.31	-0.31	N/A
USP6NL	ENST00000609104.1	USP6 N-terminal like 	183	1	0	0	1	0	hsa-miR-3615				-0.31	-0.31	N/A
LCMT2	ENST00000567039.1	leucine carboxyl methyltransferase 2 	274	1	0	1	0	0	hsa-miR-3615				-0.31	-0.32	N/A
CTDSPL	ENST00000443503.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like 	372	1	0	1	0	0	hsa-miR-3615				-0.31	-0.34	N/A
TCEA2	ENST00000395053.3	transcription elongation factor A (SII), 2 	181	1	0	1	0	0	hsa-miR-3615				-0.31	-0.31	N/A
RNASE6	ENST00000304677.2	ribonuclease, RNase A family, k6 	5	1	0	0	1	0	hsa-miR-3615				-0.30	-0.30	N/A
E4F1	ENST00000564139.1	E4F transcription factor 1 	96	1	0	1	0	0	hsa-miR-3615				-0.30	-0.30	N/A
BHLHE22	ENST00000321870.1	basic helix-loop-helix family, member e22 	27	1	0	0	1	1	hsa-miR-3615				-0.30	-0.30	N/A
ZNF627	ENST00000588174.1	zinc finger protein 627 	105	1	0	0	1	1	hsa-miR-3615				-0.30	-0.30	N/A
EIF3G	ENST00000253108.4	eukaryotic translation initiation factor 3, subunit G 	6332	1	0	1	0	0	hsa-miR-3615				-0.30	-0.30	N/A
CXCL12	ENST00000343575.6	chemokine (C-X-C motif) ligand 12 	719	1	0	1	0	0	hsa-miR-3615				-0.30	-0.30	N/A
MLNR	ENST00000398307.1	motilin receptor 	5	1	0	1	0	0	hsa-miR-3615				-0.30	-0.30	N/A
CD300LD	ENST00000375352.1	CD300 molecule-like family member d 	5	1	0	1	0	0	hsa-miR-3615				-0.30	-0.30	N/A
CABP1	ENST00000453000.1	calcium binding protein 1 	13	1	0	1	0	0	hsa-miR-3615				-0.30	-0.30	N/A
NFIX	ENST00000360105.4	nuclear factor I/X (CCAAT-binding transcription factor) 	24	2	0	0	2	1	hsa-miR-3615				-0.30	-0.44	N/A
UBALD1	ENST00000590965.1	UBA-like domain containing 1 	41	1	0	1	0	0	hsa-miR-3615				-0.30	-0.30	N/A
BCKDHB	ENST00000545529.1	branched chain keto acid dehydrogenase E1, beta polypeptide 	143	1	0	1	0	0	hsa-miR-3615				-0.30	-0.30	N/A
AP1B1	ENST00000357586.2	adaptor-related protein complex 1, beta 1 subunit 	646	1	1	0	0	0	hsa-miR-3615				-0.30	-0.30	N/A
RASSF2	ENST00000379400.3	Ras association (RalGDS/AF-6) domain family member 2 	88	1	1	0	0	0	hsa-miR-3615				-0.29	-0.30	N/A
GABRA6	ENST00000523217.1	gamma-aminobutyric acid (GABA) A receptor, alpha 6 	5	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
KRT79	ENST00000330553.5	keratin 79 	5	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
GPNMB	ENST00000258733.4	glycoprotein (transmembrane) nmb 	115	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
NAPRT1	ENST00000435154.3	nicotinate phosphoribosyltransferase domain containing 1 	293	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
LRRN3	ENST00000422987.3	leucine rich repeat neuronal 3 	24	1	0	0	1	0	hsa-miR-3615				-0.29	-0.29	N/A
TRPV2	ENST00000338560.7	transient receptor potential cation channel, subfamily V, member 2 	22341	2	2	0	0	0	hsa-miR-3615				-0.29	-0.29	N/A
CHRNG	ENST00000389494.3	cholinergic receptor, nicotinic, gamma (muscle) 	5	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
TBX1	ENST00000332710.4	T-box 1 	9	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
C5orf60	ENST00000448248.2	chromosome 5 open reading frame 60 	5	1	0	0	1	0	hsa-miR-3615				-0.29	-0.29	N/A
CLN6	ENST00000249806.5	ceroid-lipofuscinosis, neuronal 6, late infantile, variant 	2624	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
PRDM7	ENST00000325921.6	PR domain containing 7 	5	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
GFI1	ENST00000370332.1	growth factor independent 1 transcription repressor 	154	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
SUGP2	ENST00000337018.6	SURP and G patch domain containing 2 	1879	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
DIRAS2	ENST00000375765.3	DIRAS family, GTP-binding RAS-like 2 	5	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
RNASEK-C17orf49	ENST00000547302.2	RNASEK-C17orf49 readthrough 	2093	1	0	0	1	0	hsa-miR-3615				-0.29	-0.29	N/A
NBPF24	ENST00000369226.3	neuroblastoma breakpoint family, member 24 	5	1	0	1	0	0	hsa-miR-3615				-0.29	-0.29	N/A
SOGA2	ENST00000359865.3	SOGA family member 2 	47	1	1	0	0	0	hsa-miR-3615				-0.29	-0.29	N/A
DTYMK	ENST00000305784.2	deoxythymidylate kinase (thymidylate kinase) 	257	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
EN1	ENST00000295206.6	engrailed homeobox 1 	16	1	0	0	1	1	hsa-miR-3615				-0.28	-0.28	N/A
REPIN1	ENST00000479668.1	replication initiator 1 	2836	2	0	0	2	0	hsa-miR-3615				-0.28	-0.28	N/A
C7orf49	ENST00000424142.1	chromosome 7 open reading frame 49 	272	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
SERPINF2	ENST00000382061.4	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2 	2334	1	0	1	0	0	hsa-miR-3615				-0.28	-0.28	N/A
